sigma0,sigma1,sigma2,phase_var
0.1,1.3000000000000003,0.1,0.005770165931722186
0.1,1.3000000000000003,0.2,0.005535360185901254
0.1,1.3000000000000003,0.30000000000000004,0.005588368581657494
0.1,1.3000000000000003,0.4,0.005395726902988212
0.1,1.3000000000000003,0.5,0.005424724430664147
0.1,1.3000000000000003,0.6,0.005421112144780305
0.1,1.3000000000000003,0.7000000000000001,0.00536838978772988
0.1,1.3000000000000003,0.8,0.005410352669604366
0.1,1.3000000000000003,0.9,0.005378825865680861
0.1,1.3000000000000003,1.0,0.005427255269491298
0.1,1.3000000000000003,1.1,0.005528562931495215
0.1,1.3000000000000003,1.2000000000000002,0.005567099991274722
0.1,1.3000000000000003,1.3000000000000003,0.005689725269405583
0.1,1.3000000000000003,1.4000000000000001,0.005846120234850399
0.1,1.3000000000000003,1.5000000000000002,0.005819294767267603
0.1,1.3000000000000003,1.6,0.005989932776467315
0.1,1.3000000000000003,1.7000000000000002,0.00611811888163149
0.1,1.3000000000000003,1.8000000000000003,0.0062436995047546896
0.1,1.3000000000000003,1.9000000000000001,0.006458386342025943
0.1,1.3000000000000003,2.0,0.006593693152084333
0.1,1.4000000000000001,0.1,0.005961351567716559
0.1,1.4000000000000001,0.2,0.005851535982878947
0.1,1.4000000000000001,0.30000000000000004,0.005767349994819319
0.1,1.4000000000000001,0.4,0.005645262338519742
0.1,1.4000000000000001,0.5,0.005598829073235705
0.1,1.4000000000000001,0.6,0.005540790098861318
0.1,1.4000000000000001,0.7000000000000001,0.0055916707192425336
0.1,1.4000000000000001,0.8,0.0055885399182146675
0.1,1.4000000000000001,0.9,0.0055133446412161
0.1,1.4000000000000001,1.0,0.0055891747220937925
0.1,1.4000000000000001,1.1,0.0057139779599395535
0.1,1.4000000000000001,1.2000000000000002,0.005819668917311473
0.1,1.4000000000000001,1.3000000000000003,0.0058025745601581
0.1,1.4000000000000001,1.4000000000000001,0.00590516225643968
0.1,1.4000000000000001,1.5000000000000002,0.0059839495123368966
0.1,1.4000000000000001,1.6,0.006099774073558218
0.1,1.4000000000000001,1.7000000000000002,0.006203638453344738
0.1,1.4000000000000001,1.8000000000000003,0.006375358270705513
0.1,1.4000000000000001,1.9000000000000001,0.006481404191958708
0.1,1.4000000000000001,2.0,0.0066136026755571386
0.1,1.5000000000000002,0.1,0.00621812225609124
0.1,1.5000000000000002,0.2,0.006033059598464396
0.1,1.5000000000000002,0.30000000000000004,0.005932540028898783
0.1,1.5000000000000002,0.4,0.0057244200864162275
0.1,1.5000000000000002,0.5,0.005838067447974718
0.1,1.5000000000000002,0.6,0.00573854234074706
0.1,1.5000000000000002,0.7000000000000001,0.00581806837564133
0.1,1.5000000000000002,0.8,0.005713918194313166
0.1,1.5000000000000002,0.9,0.005803457519359956
0.1,1.5000000000000002,1.0,0.00576803157604496
0.1,1.5000000000000002,1.1,0.005872892121479453
0.1,1.5000000000000002,1.2000000000000002,0.005959218378562556
0.1,1.5000000000000002,1.3000000000000003,0.005903830171676126
0.1,1.5000000000000002,1.4000000000000001,0.006002907613877777
0.1,1.5000000000000002,1.5000000000000002,0.006194671408260102
0.1,1.5000000000000002,1.6,0.006293088177872135
0.1,1.5000000000000002,1.7000000000000002,0.006391146507735452
0.1,1.5000000000000002,1.8000000000000003,0.006444854427237449
0.1,1.5000000000000002,1.9000000000000001,0.006590948093692265
0.1,1.5000000000000002,2.0,0.0067693677407097965
0.1,1.6,0.1,0.006403415109942441
0.1,1.6,0.2,0.006178093292919556
0.1,1.6,0.30000000000000004,0.006186690472480457
0.1,1.6,0.4,0.006089845164147418
0.1,1.6,0.5,0.005979424274060749
0.1,1.6,0.6,0.005996496723204973
0.1,1.6,0.7000000000000001,0.006003319269479265
0.1,1.6,0.8,0.005940614604307199
0.1,1.6,0.9,0.00589456359568812
0.1,1.6,1.0,0.005988140381388843
0.1,1.6,1.1,0.005979723835189454
0.1,1.6,1.2000000000000002,0.006038390760000921
0.1,1.6,1.3000000000000003,0.006188357558877128
0.1,1.6,1.4000000000000001,0.006246473517984565
0.1,1.6,1.5000000000000002,0.006368622650076334
0.1,1.6,1.6,0.006380486007555426
0.1,1.6,1.7000000000000002,0.00652430035350142
0.1,1.6,1.8000000000000003,0.006682005061165152
0.1,1.6,1.9000000000000001,0.006753274109912488
0.1,1.6,2.0,0.006864846588668887
0.1,1.7000000000000002,0.1,0.006461183237653903
0.1,1.7000000000000002,0.2,0.00641829998998094
0.1,1.7000000000000002,0.30000000000000004,0.006289944248558864
0.1,1.7000000000000002,0.4,0.006306142504434498
0.1,1.7000000000000002,0.5,0.006204690194764836
0.1,1.7000000000000002,0.6,0.006154804384626122
0.1,1.7000000000000002,0.7000000000000001,0.006075085132877579
0.1,1.7000000000000002,0.8,0.006149069921684856
0.1,1.7000000000000002,0.9,0.006113530763792545
0.1,1.7000000000000002,1.0,0.0062462014192542
0.1,1.7000000000000002,1.1,0.006247694916916053
0.1,1.7000000000000002,1.2000000000000002,0.0063814176171830455
0.1,1.7000000000000002,1.3000000000000003,0.006299973926327059
0.1,1.7000000000000002,1.4000000000000001,0.006375528815417053
0.1,1.7000000000000002,1.5000000000000002,0.006578764892308759
0.1,1.7000000000000002,1.6,0.006595922745164144
0.1,1.7000000000000002,1.7000000000000002,0.006689645394718537
0.1,1.7000000000000002,1.8000000000000003,0.0067679352667015845
0.1,1.7000000000000002,1.9000000000000001,0.006895899979384328
0.1,1.7000000000000002,2.0,0.007022565906386036
0.1,1.8000000000000003,0.1,0.006900635540328988
0.1,1.8000000000000003,0.2,0.006645917802307781
0.1,1.8000000000000003,0.30000000000000004,0.006617620566449604
0.1,1.8000000000000003,0.4,0.006502101421080039
0.1,1.8000000000000003,0.5,0.006448379097481393
0.1,1.8000000000000003,0.6,0.006465341410648816
0.1,1.8000000000000003,0.7000000000000001,0.006446474526117394
0.1,1.8000000000000003,0.8,0.00641949036609339
0.1,1.8000000000000003,0.9,0.006393399601926704
0.1,1.8000000000000003,1.0,0.006369153899067639
0.1,1.8000000000000003,1.1,0.006382893062559548
0.1,1.8000000000000003,1.2000000000000002,0.006481743858066058
0.1,1.8000000000000003,1.3000000000000003,0.006508194808256176
0.1,1.8000000000000003,1.4000000000000001,0.006651971972302619
0.1,1.8000000000000003,1.5000000000000002,0.006682112407323437
0.1,1.8000000000000003,1.6,0.006708204544001351
0.1,1.8000000000000003,1.7000000000000002,0.0068937917369232314
0.1,1.8000000000000003,1.8000000000000003,0.006988903162905921
0.1,1.8000000000000003,1.9000000000000001,0.006974706019421174
0.1,1.8000000000000003,2.0,0.00722745808374953
0.1,1.9000000000000001,0.1,0.0069960821322341635
0.1,1.9000000000000001,0.2,0.006845812829576321
0.1,1.9000000000000001,0.30000000000000004,0.006766535592153279
0.1,1.9000000000000001,0.4,0.00673331667029883
0.1,1.9000000000000001,0.5,0.006685966331491067
0.1,1.9000000000000001,0.6,0.006643092988164037
0.1,1.9000000000000001,0.7000000000000001,0.006702650138729344
0.1,1.9000000000000001,0.8,0.006595613341579982
0.1,1.9000000000000001,0.9,0.006528266547583177
0.1,1.9000000000000001,1.0,0.006668815184303319
0.1,1.9000000000000001,1.1,0.0066842134018189475
0.1,1.9000000000000001,1.2000000000000002,0.006693875230265587
0.1,1.9000000000000001,1.3000000000000003,0.006730058346435338
0.1,1.9000000000000001,1.4000000000000001,0.0068502393819306956
0.1,1.9000000000000001,1.5000000000000002,0.00695537717924627
0.1,1.9000000000000001,1.6,0.006922272452312519
0.1,1.9000000000000001,1.7000000000000002,0.007083627858998181
0.1,1.9000000000000001,1.8000000000000003,0.007164540611738571
0.1,1.9000000000000001,1.9000000000000001,0.007280302699470801
0.1,1.9000000000000001,2.0,0.007371641174397915
0.1,2.0,0.1,0.007225235783275971
0.1,2.0,0.2,0.007121327026924289
0.1,2.0,0.30000000000000004,0.007094943511127001
0.1,2.0,0.4,0.006958717817266832
0.1,2.0,0.5,0.006842306673653727
0.1,2.0,0.6,0.0068494216493996335
0.1,2.0,0.7000000000000001,0.006833281680260606
0.1,2.0,0.8,0.006844546451482681
0.1,2.0,0.9,0.006747186919203673
0.1,2.0,1.0,0.006958943599687872
0.1,2.0,1.1,0.00687354293799774
0.1,2.0,1.2000000000000002,0.006992714025353503
0.1,2.0,1.3000000000000003,0.00692668110503718
0.1,2.0,1.4000000000000001,0.006986064015880688
0.1,2.0,1.5000000000000002,0.007088215071129113
0.1,2.0,1.6,0.007127505257383408
0.1,2.0,1.7000000000000002,0.007297956150771435
0.1,2.0,1.8000000000000003,0.0073770036461315545
0.1,2.0,1.9000000000000001,0.007365685261259841
0.1,2.0,2.0,0.007496550797754033
0.2,0.1,0.1,0.01120671743403896
0.2,0.1,0.2,0.009774572477751313
0.2,0.1,0.30000000000000004,0.008865821114771947
0.2,0.1,0.4,0.00826390504509154
0.2,0.1,0.5,0.007606990556343575
0.2,0.1,0.6,0.007280295733141384
0.2,0.1,0.7000000000000001,0.00719057128703878
0.2,0.1,0.8,0.007062850271304226
0.2,0.1,0.9,0.006865601168597914
0.2,0.1,1.0,0.006774204059355968
0.2,0.1,1.1,0.00683111114697875
0.2,0.1,1.2000000000000002,0.006858364606124848
0.2,0.1,1.3000000000000003,0.006948337006283682
0.2,0.1,1.4000000000000001,0.007120631480999508
0.2,0.1,1.5000000000000002,0.0070744479625468645
0.2,0.1,1.6,0.007307238184000324
0.2,0.1,1.7000000000000002,0.0074441903607836805
0.2,0.1,1.8000000000000003,0.007783511020499778
0.2,0.1,1.9000000000000001,0.00792259494772275
0.2,0.1,2.0,0.008073564979501619
0.2,0.2,0.1,0.00850699487620512
0.2,0.2,0.2,0.00776875897769883
0.2,0.2,0.30000000000000004,0.007289628965822595
0.2,0.2,0.4,0.00667192450820383
0.2,0.2,0.5,0.006425986043200347
0.2,0.2,0.6,0.00632195466767917
0.2,0.2,0.7000000000000001,0.006163936835537317
0.2,0.2,0.8,0.00617616032109091
0.2,0.2,0.9,0.0061670378955952145
0.2,0.2,1.0,0.006201592995244494
0.2,0.2,1.1,0.006258349245166949
0.2,0.2,1.2000000000000002,0.006353889617288651
0.2,0.2,1.3000000000000003,0.006325214386956415
0.2,0.2,1.4000000000000001,0.006442595223309423
0.2,0.2,1.5000000000000002,0.00664438699526401
0.2,0.2,1.6,0.006747027714713349
0.2,0.2,1.7000000000000002,0.007052793034717653
0.2,0.2,1.8000000000000003,0.007124304898465161
0.2,0.2,1.9000000000000001,0.007400152138078177
0.2,0.2,2.0,0.007658811522415654
0.2,0.30000000000000004,0.1,0.007185309678382383
0.2,0.30000000000000004,0.2,0.006573478853008047
0.2,0.30000000000000004,0.30000000000000004,0.006217666901319442
0.2,0.30000000000000004,0.4,0.0059686966383456705
0.2,0.30000000000000004,0.5,0.00578998861490513
0.2,0.30000000000000004,0.6,0.005680659674390052
0.2,0.30000000000000004,0.7000000000000001,0.005577090299026012
0.2,0.30000000000000004,0.8,0.005524942875368952
0.2,0.30000000000000004,0.9,0.0056472773182752465
0.2,0.30000000000000004,1.0,0.005677825541589942
0.2,0.30000000000000004,1.1,0.0057095877599184905
0.2,0.30000000000000004,1.2000000000000002,0.005807894151553849
0.2,0.30000000000000004,1.3000000000000003,0.005996769461809899
0.2,0.30000000000000004,1.4000000000000001,0.006016119773837082
0.2,0.30000000000000004,1.5000000000000002,0.0060525628878561315
0.2,0.30000000000000004,1.6,0.0063252583375794
0.2,0.30000000000000004,1.7000000000000002,0.00653423484085297
0.2,0.30000000000000004,1.8000000000000003,0.006680821418254296
0.2,0.30000000000000004,1.9000000000000001,0.006802033456382577
0.2,0.30000000000000004,2.0,0.007182610963653642
0.2,0.4,0.1,0.006205626312938449
0.2,0.4,0.2,0.006134966038721394
0.2,0.4,0.30000000000000004,0.00562306996556712
0.2,0.4,0.4,0.005461773389116048
0.2,0.4,0.5,0.005376069408906532
0.2,0.4,0.6,0.005284496558361612
0.2,0.4,0.7000000000000001,0.005207778602360043
0.2,0.4,0.8,0.005135947556747827
0.2,0.4,0.9,0.005287399244294493
0.2,0.4,1.0,0.0053057133058405405
0.2,0.4,1.1,0.005370748339157738
0.2,0.4,1.2000000000000002,0.005534702883638289
0.2,0.4,1.3000000000000003,0.005642331546805684
0.2,0.4,1.4000000000000001,0.005714967458736315
0.2,0.4,1.5000000000000002,0.005898389031773597
0.2,0.4,1.6,0.006073743009401774
0.2,0.4,1.7000000000000002,0.006156474867333666
0.2,0.4,1.8000000000000003,0.00639743222352328
0.2,0.4,1.9000000000000001,0.006519187264357102
0.2,0.4,2.0,0.006777199072224328
0.2,0.5,0.1,0.005876863409329975
0.2,0.5,0.2,0.0054823741108942035
0.2,0.5,0.30000000000000004,0.005240156666241367
0.2,0.5,0.4,0.005048020923207685
0.2,0.5,0.5,0.0049527902113680215
0.2,0.5,0.6,0.004893442637966477
0.2,0.5,0.7000000000000001,0.004937286750076748
0.2,0.5,0.8,0.004996167997431808
0.2,0.5,0.9,0.00496928968369177
0.2,0.5,1.0,0.005035205880145528
0.2,0.5,1.1,0.005213659128576693
0.2,0.5,1.2000000000000002,0.00521793888963612
0.2,0.5,1.3000000000000003,0.005512344892616159
0.2,0.5,1.4000000000000001,0.0055191927089329575
0.2,0.5,1.5000000000000002,0.005795635962179699
0.2,0.5,1.6,0.0056496862643465725
0.2,0.5,1.7000000000000002,0.005977620845079181
0.2,0.5,1.8000000000000003,0.006247887311229409
0.2,0.5,1.9000000000000001,0.006364422847062345
0.2,0.5,2.0,0.006494651213769308
0.2,0.6,0.1,0.005443541088810504
0.2,0.6,0.2,0.005139494182038992
0.2,0.6,0.30000000000000004,0.0050647362828517735
0.2,0.6,0.4,0.004949291418979619
0.2,0.6,0.5,0.004856320692643019
0.2,0.6,0.6,0.004754192217025152
0.2,0.6,0.7000000000000001,0.004782070074745866
0.2,0.6,0.8,0.004779956187481523
0.2,0.6,0.9,0.004941390000494305
0.2,0.6,1.0,0.004891904417635142
0.2,0.6,1.1,0.0050358488244585525
0.2,0.6,1.2000000000000002,0.005048677435463628
0.2,0.6,1.3000000000000003,0.005175281197112378
0.2,0.6,1.4000000000000001,0.005331515212243964
0.2,0.6,1.5000000000000002,0.00549766262709534
0.2,0.6,1.6,0.005712357534858081
0.2,0.6,1.7000000000000002,0.005869721512028812
0.2,0.6,1.8000000000000003,0.005970964436627837
0.2,0.6,1.9000000000000001,0.006162627656937441
0.2,0.6,2.0,0.006392107686958089
0.2,0.7000000000000001,0.1,0.005375673773774147
0.2,0.7000000000000001,0.2,0.005103145684563893
0.2,0.7000000000000001,0.30000000000000004,0.004917908215740415
0.2,0.7000000000000001,0.4,0.004811943691603291
0.2,0.7000000000000001,0.5,0.004806806684733247
0.2,0.7000000000000001,0.6,0.004704933450683506
0.2,0.7000000000000001,0.7000000000000001,0.00469269816623974
0.2,0.7000000000000001,0.8,0.004716956683836798
0.2,0.7000000000000001,0.9,0.004812891412482112
0.2,0.7000000000000001,1.0,0.0048714184951746614
0.2,0.7000000000000001,1.1,0.0049501999124312275
0.2,0.7000000000000001,1.2000000000000002,0.005085849558632988
0.2,0.7000000000000001,1.3000000000000003,0.005148512359331882
0.2,0.7000000000000001,1.4000000000000001,0.005281556023167984
0.2,0.7000000000000001,1.5000000000000002,0.005381645416809213
0.2,0.7000000000000001,1.6,0.005606686055566002
0.2,0.7000000000000001,1.7000000000000002,0.005785829635662815
0.2,0.7000000000000001,1.8000000000000003,0.005905109246785113
0.2,0.7000000000000001,1.9000000000000001,0.006064062820339776
0.2,0.7000000000000001,2.0,0.006267105378515188
0.2,0.8,0.1,0.00512560355337091
0.2,0.8,0.2,0.005033537910574414
0.2,0.8,0.30000000000000004,0.004921183323392046
0.2,0.8,0.4,0.004860642165874337
0.2,0.8,0.5,0.004817377377531135
0.2,0.8,0.6,0.004672827168844075
0.2,0.8,0.7000000000000001,0.0047086695141697645
0.2,0.8,0.8,0.004733250055467695
