sigma0,sigma1,sigma2,phase_var
0.1,0.7000000000000001,1.2000000000000002,0.005550717057342855
0.1,0.7000000000000001,1.3000000000000003,0.00570851937738338
0.1,0.7000000000000001,1.4000000000000001,0.005835763148252125
0.1,0.7000000000000001,1.5000000000000002,0.005951592121940405
0.1,0.7000000000000001,1.6,0.006128180584202019
0.1,0.7000000000000001,1.7000000000000002,0.006187406521264461
0.1,0.7000000000000001,1.8000000000000003,0.006414820991426332
0.1,0.7000000000000001,1.9000000000000001,0.006614237983005504
0.1,0.7000000000000001,2.0,0.006875603784737498
0.1,0.7000000000000001,2.1,0.006893936475376592
0.1,0.7000000000000001,2.2,0.007196826517024413
0.1,0.7000000000000001,2.3000000000000003,0.007338034064601752
0.1,0.7000000000000001,2.4000000000000004,0.007665197092859839
0.1,0.7000000000000001,2.5000000000000004,0.007813494477158716
0.1,0.7000000000000001,2.6,0.007888480453974533
0.1,0.7000000000000001,2.7,0.008236938318010428
0.1,0.7000000000000001,2.8000000000000003,0.00848864101630494
0.1,0.7000000000000001,2.9000000000000004,0.008691891854602271
0.1,0.7000000000000001,3.0000000000000004,0.008805111721954409
0.1,0.7000000000000001,3.1,0.009036209042587352
0.1,0.8,0.1,0.005516338310021734
0.1,0.8,0.2,0.0053363293355373825
0.1,0.8,0.30000000000000004,0.005209654111099325
0.1,0.8,0.4,0.005235804456988444
0.1,0.8,0.5,0.005178948421921415
0.1,0.8,0.6,0.0051295932454932455
0.1,0.8,0.7000000000000001,0.0052273988372219145
0.1,0.8,0.8,0.005149352487608478
0.1,0.8,0.9,0.005178319941665469
0.1,0.8,1.0,0.005250404819456235
0.1,0.8,1.1,0.005369747891141066
0.1,0.8,1.2000000000000002,0.005392362707285852
0.1,0.8,1.3000000000000003,0.005663878755811515
0.1,0.8,1.4000000000000001,0.005741067176082209
0.1,0.8,1.5000000000000002,0.005891227441450445
0.1,0.8,1.6,0.0060264178521953
0.1,0.8,1.7000000000000002,0.006158476871829251
0.1,0.8,1.8000000000000003,0.006249266998115594
0.1,0.8,1.9000000000000001,0.006558206634140406
0.1,0.8,2.0,0.0066426041160146
0.1,0.8,2.1,0.006939050675354211
0.1,0.8,2.2,0.007015831745195473
0.1,0.8,2.3000000000000003,0.007370825529943794
0.1,0.8,2.4000000000000004,0.007493385870168699
0.1,0.8,2.5000000000000004,0.007577983399739175
0.1,0.8,2.6,0.007917380318132359
0.1,0.8,2.7,0.008031728993639726
0.1,0.8,2.8000000000000003,0.008277996631745164
0.1,0.8,2.9000000000000004,0.008395986092651988
0.1,0.8,3.0000000000000004,0.008756162639058502
0.1,0.8,3.1,0.008992812625265583
0.1,0.9,0.1,0.00543614929527236
0.1,0.9,0.2,0.005315854394439411
0.1,0.9,0.30000000000000004,0.005230984628598735
0.1,0.9,0.4,0.0052099443015980375
0.1,0.9,0.5,0.005155232701687859
0.1,0.9,0.6,0.005140389599912758
0.1,0.9,0.7000000000000001,0.00521295734093585
0.1,0.9,0.8,0.005185375210714798
0.1,0.9,0.9,0.005224044731224287
0.1,0.9,1.0,0.005290840206565687
0.1,0.9,1.1,0.005455029874067188
0.1,0.9,1.2000000000000002,0.0054823064578929555
0.1,0.9,1.3000000000000003,0.005676029177158988
0.1,0.9,1.4000000000000001,0.0057618341194211
0.1,0.9,1.5000000000000002,0.005829073996030925
0.1,0.9,1.6,0.006058534263821731
0.1,0.9,1.7000000000000002,0.006143208595606577
0.1,0.9,1.8000000000000003,0.00629281487472736
0.1,0.9,1.9000000000000001,0.006478503566608317
0.1,0.9,2.0,0.006587227374993828
0.1,0.9,2.1,0.006812848410518857
0.1,0.9,2.2,0.006964835127184246
0.1,0.9,2.3000000000000003,0.0071503973363148355
0.1,0.9,2.4000000000000004,0.007411036065779226
0.1,0.9,2.5000000000000004,0.007590430286461678
0.1,0.9,2.6,0.007760380398477916
0.1,0.9,2.7,0.00800834322763786
0.1,0.9,2.8000000000000003,0.008034824601045746
0.1,0.9,2.9000000000000004,0.00850821051362844
0.1,0.9,3.0000000000000004,0.008549757950151374
0.1,0.9,3.1,0.00879227961887493
0.1,1.0,0.1,0.005570216221614591
0.1,1.0,0.2,0.005313042626175306
0.1,1.0,0.30000000000000004,0.005283733209287911
0.1,1.0,0.4,0.005218468324547588
0.1,1.0,0.5,0.005296036962421268
0.1,1.0,0.6,0.005224438523263874
0.1,1.0,0.7000000000000001,0.005224810006281969
0.1,1.0,0.8,0.005281361471854688
0.1,1.0,0.9,0.005327230552116136
0.1,1.0,1.0,0.00533985148778519
0.1,1.0,1.1,0.005472952902719154
0.1,1.0,1.2000000000000002,0.005585231954856591
0.1,1.0,1.3000000000000003,0.005588789428242286
0.1,1.0,1.4000000000000001,0.005667826094198666
0.1,1.0,1.5000000000000002,0.005968882902056481
0.1,1.0,1.6,0.006019271716917426
0.1,1.0,1.7000000000000002,0.006210946962649303
0.1,1.0,1.8000000000000003,0.006281033149487443
0.1,1.0,1.9000000000000001,0.006450972111852476
0.1,1.0,2.0,0.00668770564596737
0.1,1.0,2.1,0.006853770890613949
0.1,1.0,2.2,0.006961548096603874
0.1,1.0,2.3000000000000003,0.00710931893032975
0.1,1.0,2.4000000000000004,0.007268514607711735
0.1,1.0,2.5000000000000004,0.007577768788602197
0.1,1.0,2.6,0.007808874655130105
0.1,1.0,2.7,0.007939533464176831
0.1,1.0,2.8000000000000003,0.008071319148766232
0.1,1.0,2.9000000000000004,0.008397410777392615
0.1,1.0,3.0000000000000004,0.008577553758644446
0.1,1.0,3.1,0.008731287865907952
0.1,1.1,0.1,0.0056082198702448426
0.1,1.1,0.2,0.005487352330287669
0.1,1.1,0.30000000000000004,0.0054434873713770605
0.1,1.1,0.4,0.005328099924846566
0.1,1.1,0.5,0.00538297054767353
0.1,1.1,0.6,0.005229299821696066
0.1,1.1,0.7000000000000001,0.005264961303399665
0.1,1.1,0.8,0.005280580793119854
0.1,1.1,0.9,0.005423521632716982
0.1,1.1,1.0,0.005468256451108286
0.1,1.1,1.1,0.00555031150006139
0.1,1.1,1.2000000000000002,0.005657826223891709
0.1,1.1,1.3000000000000003,0.00573174700267052
0.1,1.1,1.4000000000000001,0.005792549039472089
0.1,1.1,1.5000000000000002,0.005978474963444923
0.1,1.1,1.6,0.005998109039058354
0.1,1.1,1.7000000000000002,0.006199910184544465
0.1,1.1,1.8000000000000003,0.006361138913047283
0.1,1.1,1.9000000000000001,0.006477556077821922
0.1,1.1,2.0,0.006597579185853817
0.1,1.1,2.1,0.006842363055185879
0.1,1.1,2.2,0.0070396554175697285
0.1,1.1,2.3000000000000003,0.007112391194494077
0.1,1.1,2.4000000000000004,0.007187087176580674
0.1,1.1,2.5000000000000004,0.00752232378037631
0.1,1.1,2.6,0.007697642200337713
0.1,1.1,2.7,0.007887603179006216
0.1,1.1,2.8000000000000003,0.007989552789101823
0.1,1.1,2.9000000000000004,0.008337875368020786
0.1,1.1,3.0000000000000004,0.008447137308163048
0.1,1.1,3.1,0.008645565068145183
0.1,1.2000000000000002,0.1,0.00571301111356283
0.1,1.2000000000000002,0.2,0.0055541170228831935
0.1,1.2000000000000002,0.30000000000000004,0.005448969194363467
0.1,1.2000000000000002,0.4,0.005400282915360996
0.1,1.2000000000000002,0.5,0.005401691191877671
0.1,1.2000000000000002,0.6,0.005376737566768013
0.1,1.2000000000000002,0.7000000000000001,0.005426351329961664
0.1,1.2000000000000002,0.8,0.005508411988852024
0.1,1.2000000000000002,0.9,0.005437814220548595
0.1,1.2000000000000002,1.0,0.005598635232245924
0.1,1.2000000000000002,1.1,0.005608661012316828
0.1,1.2000000000000002,1.2000000000000002,0.005730194945451535
0.1,1.2000000000000002,1.3000000000000003,0.005839545628769644
0.1,1.2000000000000002,1.4000000000000001,0.005885394027014197
0.1,1.2000000000000002,1.5000000000000002,0.006001976564019037
0.1,1.2000000000000002,1.6,0.006076634918916067
0.1,1.2000000000000002,1.7000000000000002,0.006189071260263573
0.1,1.2000000000000002,1.8000000000000003,0.006341529994059068
0.1,1.2000000000000002,1.9000000000000001,0.006558907399222032
0.1,1.2000000000000002,2.0,0.006740795665017891
0.1,1.2000000000000002,2.1,0.00683850210551752
0.1,1.2000000000000002,2.2,0.007018531286656013
0.1,1.2000000000000002,2.3000000000000003,0.007188316994594866
0.1,1.2000000000000002,2.4000000000000004,0.007407893116913473
0.1,1.2000000000000002,2.5000000000000004,0.007560646774528489
0.1,1.2000000000000002,2.6,0.007727933613906735
0.1,1.2000000000000002,2.7,0.007899776257855028
0.1,1.2000000000000002,2.8000000000000003,0.00797306974579609
0.1,1.2000000000000002,2.9000000000000004,0.008267718715636056
0.1,1.2000000000000002,3.0000000000000004,0.008486656495081072
0.1,1.2000000000000002,3.1,0.008676303185882986
0.1,1.3000000000000003,0.1,0.005785647876737901
0.1,1.3000000000000003,0.2,0.005715194021293678
0.1,1.3000000000000003,0.30000000000000004,0.005584353291604646
0.1,1.3000000000000003,0.4,0.0055522771243451605
0.1,1.3000000000000003,0.5,0.005575251523393519
0.1,1.3000000000000003,0.6,0.005495332933603559
0.1,1.3000000000000003,0.7000000000000001,0.0055241794588377895
0.1,1.3000000000000003,0.8,0.00559320565416459
0.1,1.3000000000000003,0.9,0.005671182943968684
0.1,1.3000000000000003,1.0,0.005657330790245567
0.1,1.3000000000000003,1.1,0.00579131707080455
0.1,1.3000000000000003,1.2000000000000002,0.005795795360951401
0.1,1.3000000000000003,1.3000000000000003,0.0059206672074435685
0.1,1.3000000000000003,1.4000000000000001,0.006049156602351303
0.1,1.3000000000000003,1.5000000000000002,0.006119495481761037
0.1,1.3000000000000003,1.6,0.006217118234770952
0.1,1.3000000000000003,1.7000000000000002,0.006435029598435859
0.1,1.3000000000000003,1.8000000000000003,0.006389041551374192
0.1,1.3000000000000003,1.9000000000000001,0.006707937913130341
0.1,1.3000000000000003,2.0,0.006744823958694738
0.1,1.3000000000000003,2.1,0.006837864375805527
0.1,1.3000000000000003,2.2,0.00712885096374504
0.1,1.3000000000000003,2.3000000000000003,0.007184624557601711
0.1,1.3000000000000003,2.4000000000000004,0.007382252262888551
0.1,1.3000000000000003,2.5000000000000004,0.007611811116731672
0.1,1.3000000000000003,2.6,0.007719045806309338
0.1,1.3000000000000003,2.7,0.007881760180298557
0.1,1.3000000000000003,2.8000000000000003,0.008089675266117669
0.1,1.3000000000000003,2.9000000000000004,0.00830712344806609
0.1,1.3000000000000003,3.0000000000000004,0.008419125943584552
0.1,1.3000000000000003,3.1,0.008692931748912633
0.1,1.4000000000000001,0.1,0.006017505710080337
0.1,1.4000000000000001,0.2,0.005845643659056542
0.1,1.4000000000000001,0.30000000000000004,0.005823504299210872
0.1,1.4000000000000001,0.4,0.0056811104158340274
0.1,1.4000000000000001,0.5,0.005715275123381147
0.1,1.4000000000000001,0.6,0.005704216357634885
0.1,1.4000000000000001,0.7000000000000001,0.005633797176960283
0.1,1.4000000000000001,0.8,0.00569809384689127
0.1,1.4000000000000001,0.9,0.005746928384654569
0.1,1.4000000000000001,1.0,0.005853685448661258
0.1,1.4000000000000001,1.1,0.005966168349892759
0.1,1.4000000000000001,1.2000000000000002,0.0059961267807485
0.1,1.4000000000000001,1.3000000000000003,0.0060855807643696
0.1,1.4000000000000001,1.4000000000000001,0.006084073809737337
0.1,1.4000000000000001,1.5000000000000002,0.006259521414304511
0.1,1.4000000000000001,1.6,0.006317169841424663
0.1,1.4000000000000001,1.7000000000000002,0.006570130946931971
0.1,1.4000000000000001,1.8000000000000003,0.006661193400388325
0.1,1.4000000000000001,1.9000000000000001,0.0067322759262069265
0.1,1.4000000000000001,2.0,0.006838269176406876
0.1,1.4000000000000001,2.1,0.007030340810041321
0.1,1.4000000000000001,2.2,0.007187925543261254
0.1,1.4000000000000001,2.3000000000000003,0.007315387736993658
0.1,1.4000000000000001,2.4000000000000004,0.007419031266140248
0.1,1.4000000000000001,2.5000000000000004,0.0076855774472110085
0.1,1.4000000000000001,2.6,0.007752797257848062
0.1,1.4000000000000001,2.7,0.008011518879665586
0.1,1.4000000000000001,2.8000000000000003,0.008271397391528948
0.1,1.4000000000000001,2.9000000000000004,0.008301895617484652
0.1,1.4000000000000001,3.0000000000000004,0.008575583358595495
0.1,1.4000000000000001,3.1,0.008703213162093425
0.1,1.5000000000000002,0.1,0.006177935945487059
0.1,1.5000000000000002,0.2,0.0059982088058347805
0.1,1.5000000000000002,0.30000000000000004,0.005944977549204296
0.1,1.5000000000000002,0.4,0.005950671506719674
0.1,1.5000000000000002,0.5,0.005892526992900405
0.1,1.5000000000000002,0.6,0.0059465623924440875
0.1,1.5000000000000002,0.7000000000000001,0.005906833648690595
0.1,1.5000000000000002,0.8,0.005832258741681414
0.1,1.5000000000000002,0.9,0.005959067684691643
0.1,1.5000000000000002,1.0,0.005932562941481935
0.1,1.5000000000000002,1.1,0.006088942425525919
0.1,1.5000000000000002,1.2000000000000002,0.006133884252072985
0.1,1.5000000000000002,1.3000000000000003,0.006303432407574554
0.1,1.5000000000000002,1.4000000000000001,0.006236006352417361
0.1,1.5000000000000002,1.5000000000000002,0.006295046901814821
0.1,1.5000000000000002,1.6,0.006554021543360752
0.1,1.5000000000000002,1.7000000000000002,0.006575660622281748
0.1,1.5000000000000002,1.8000000000000003,0.0067292345422158405
0.1,1.5000000000000002,1.9000000000000001,0.006873558290606894
0.1,1.5000000000000002,2.0,0.006974138039204854
0.1,1.5000000000000002,2.1,0.007152334084397543
0.1,1.5000000000000002,2.2,0.007281844153343953
0.1,1.5000000000000002,2.3000000000000003,0.0074268934778024
0.1,1.5000000000000002,2.4000000000000004,0.0076092573414908
0.1,1.5000000000000002,2.5000000000000004,0.007817936866380586
0.1,1.5000000000000002,2.6,0.007927508790857246
0.1,1.5000000000000002,2.7,0.008113057784147816
0.1,1.5000000000000002,2.8000000000000003,0.00820398178498591
0.1,1.5000000000000002,2.9000000000000004,0.008463172339998179
0.1,1.5000000000000002,3.0000000000000004,0.008594912718319322
0.1,1.5000000000000002,3.1,0.008683570435372084
0.1,1.6,0.1,0.006430761170752435
0.1,1.6,0.2,0.006130102552786368
0.1,1.6,0.30000000000000004,0.0061550581537076435
0.1,1.6,0.4,0.006079467407832643
0.1,1.6,0.5,0.006119027427560565
0.1,1.6,0.6,0.006038026737740269
0.1,1.6,0.7000000000000001,0.006154505074328543
0.1,1.6,0.8,0.0060961356372700466
0.1,1.6,0.9,0.00616566140036509
0.1,1.6,1.0,0.006155675326408393
0.1,1.6,1.1,0.006229634845043877
0.1,1.6,1.2000000000000002,0.006249910160036986
0.1,1.6,1.3000000000000003,0.006406723808319423
0.1,1.6,1.4000000000000001,0.006499573007000078
0.1,1.6,1.5000000000000002,0.006493266773037648
0.1,1.6,1.6,0.006755310849905126
0.1,1.6,1.7000000000000002,0.006850295874737803
0.1,1.6,1.8000000000000003,0.006894166917275172
0.1,1.6,1.9000000000000001,0.006950033520313982
0.1,1.6,2.0,0.007065613615762177
0.1,1.6,2.1,0.007309489496603659
0.1,1.6,2.2,0.0073584661055519215
0.1,1.6,2.3000000000000003,0.00750424924879883
0.1,1.6,2.4000000000000004,0.007664236537564175
0.1,1.6,2.5000000000000004,0.007882717471239526
0.1,1.6,2.6,0.00796762892522772
0.1,1.6,2.7,0.008127999865718683
0.1,1.6,2.8000000000000003,0.008360960824952678
0.1,1.6,2.9000000000000004,0.008462599109751324
0.1,1.6,3.0000000000000004,0.008598498483913057
0.1,1.6,3.1,0.008836060993020336
0.1,1.7000000000000002,0.1,0.006597066184560345
0.1,1.7000000000000002,0.2,0.006419240775315091
0.1,1.7000000000000002,0.30000000000000004,0.006375802479945266
0.1,1.7000000000000002,0.4,0.006388948158179855
0.1,1.7000000000000002,0.5,0.006320290641953551
0.1,1.7000000000000002,0.6,0.0063375547872374614
0.1,1.7000000000000002,0.7000000000000001,0.00637047291085251
0.1,1.7000000000000002,0.8,0.006220665860646963
0.1,1.7000000000000002,0.9,0.006311083288407478
0.1,1.7000000000000002,1.0,0.006455873962212258
0.1,1.7000000000000002,1.1,0.006380769537334754
0.1,1.7000000000000002,1.2000000000000002,0.0064315059443265515
0.1,1.7000000000000002,1.3000000000000003,0.006526090668620514
0.1,1.7000000000000002,1.4000000000000001,0.00664886761744352
0.1,1.7000000000000002,1.5000000000000002,0.0067690676506192505
0.1,1.7000000000000002,1.6,0.006831999039410435
0.1,1.7000000000000002,1.7000000000000002,0.006903627397806496
0.1,1.7000000000000002,1.8000000000000003,0.007042548886149272
0.1,1.7000000000000002,1.9000000000000001,0.007159667589680157
0.1,1.7000000000000002,2.0,0.007332512025994725
0.1,1.7000000000000002,2.1,0.007467882964158929
0.1,1.7000000000000002,2.2,0.007613682281446006
0.1,1.7000000000000002,2.3000000000000003,0.007688766333495999
0.1,1.7000000000000002,2.4000000000000004,0.007900149425023945
0.1,1.7000000000000002,2.5000000000000004,0.008001877800022563
0.1,1.7000000000000002,2.6,0.008038213657983498
0.1,1.7000000000000002,2.7,0.008356534909533116
0.1,1.7000000000000002,2.8000000000000003,0.008518945408772167
0.1,1.7000000000000002,2.9000000000000004,0.00863935746519185
0.1,1.7000000000000002,3.0000000000000004,0.0087349525042849
0.1,1.7000000000000002,3.1,0.00895563773450622
0.1,1.8000000000000003,0.1,0.0066801261867927095
0.1,1.8000000000000003,0.2,0.006572277483219766
0.1,1.8000000000000003,0.30000000000000004,0.006593700647170086
0.1,1.8000000000000003,0.4,0.006630448449186875
0.1,1.8000000000000003,0.5,0.006538199828315241
0.1,1.8000000000000003,0.6,0.006576337544615333
0.1,1.8000000000000003,0.7000000000000001,0.006460124853636335
0.1,1.8000000000000003,0.8,0.00651067664205689
0.1,1.8000000000000003,0.9,0.006532956924399384
0.1,1.8000000000000003,1.0,0.006600076228838133
0.1,1.8000000000000003,1.1,0.006653206995524557
0.1,1.8000000000000003,1.2000000000000002,0.006704091888470756
0.1,1.8000000000000003,1.3000000000000003,0.006788242494493005
0.1,1.8000000000000003,1.4000000000000001,0.006833075969251386
0.1,1.8000000000000003,1.5000000000000002,0.006931636345820473
0.1,1.8000000000000003,1.6,0.007067109711122714
