sigma0,sigma1,phase_var
0.5,1.9000000000000001,0.006444013969622781
0.5,2.0,0.006716783049008109
0.5,2.1,0.006949118063331724
0.5,2.2,0.007293919525882391
0.5,2.3000000000000003,0.007591684943509824
0.5,2.4000000000000004,0.00773793979223629
0.5,2.5000000000000004,0.008062079647282203
0.5,2.6,0.008368811540475625
0.5,2.7,0.008578577362077669
0.5,2.8000000000000003,0.008939757742586853
0.5,2.9000000000000004,0.009087829605161558
0.5,3.0000000000000004,0.009535762750851029
0.6,0.1,0.00739850796733977
0.6,0.2,0.006383260136823466
0.6,0.30000000000000004,0.005680696887727933
0.6,0.4,0.0052379324280517605
0.6,0.5,0.004998174109702189
0.6,0.6,0.004832515773933811
0.6,0.7000000000000001,0.004685426513790445
0.6,0.8,0.004700351584477339
0.6,0.9,0.004764226207421679
0.6,1.0,0.00486703526319432
0.6,1.1,0.0049391782947184135
0.6,1.2000000000000002,0.005043140374834889
0.6,1.3000000000000003,0.0051488819160210005
0.6,1.4000000000000001,0.005449866081346549
0.6,1.5000000000000002,0.005559940205638061
0.6,1.6,0.005717066892849989
0.6,1.7000000000000002,0.005894332885646119
0.6,1.8000000000000003,0.006206811334598117
0.6,1.9000000000000001,0.00647519849508439
0.6,2.0,0.006736396427121519
0.6,2.1,0.006871204455813374
0.6,2.2,0.007120036686212683
0.6,2.3000000000000003,0.007468791368001291
0.6,2.4000000000000004,0.00765911165354387
0.6,2.5000000000000004,0.007908359835786513
0.6,2.6,0.008255128657730692
0.6,2.7,0.008498430186278702
0.6,2.8000000000000003,0.00872704163914394
0.6,2.9000000000000004,0.00899878560882649
0.6,3.0000000000000004,0.009385488817784152
0.7000000000000001,0.1,0.006841098945868829
0.7000000000000001,0.2,0.006148659813989865
0.7000000000000001,0.30000000000000004,0.005545849667009267
0.7000000000000001,0.4,0.005173907729562425
0.7000000000000001,0.5,0.004934495831329367
0.7000000000000001,0.6,0.0047815526602791305
0.7000000000000001,0.7000000000000001,0.00471816637036498
0.7000000000000001,0.8,0.004757005925280089
0.7000000000000001,0.9,0.004822575356632743
0.7000000000000001,1.0,0.004747832404243601
0.7000000000000001,1.1,0.004872851483567944
0.7000000000000001,1.2000000000000002,0.004979748210682409
0.7000000000000001,1.3000000000000003,0.005143555817205858
0.7000000000000001,1.4000000000000001,0.005299435857492077
0.7000000000000001,1.5000000000000002,0.0055685047534699515
0.7000000000000001,1.6,0.005650997439408639
0.7000000000000001,1.7000000000000002,0.005970631796017444
0.7000000000000001,1.8000000000000003,0.006124612818080474
0.7000000000000001,1.9000000000000001,0.006451984690502785
0.7000000000000001,2.0,0.006570043307681038
0.7000000000000001,2.1,0.0068529149847668105
0.7000000000000001,2.2,0.007068825521189566
0.7000000000000001,2.3000000000000003,0.00736381733348408
0.7000000000000001,2.4000000000000004,0.007667587899887214
0.7000000000000001,2.5000000000000004,0.007857754836474268
0.7000000000000001,2.6,0.00814967134255855
0.7000000000000001,2.7,0.008436313681488545
0.7000000000000001,2.8000000000000003,0.008723839891691464
0.7000000000000001,2.9000000000000004,0.00893449685343832
0.7000000000000001,3.0000000000000004,0.009308590733370687
0.8,0.1,0.006708548390627443
0.8,0.2,0.005902197936534903
0.8,0.30000000000000004,0.005419890956990317
0.8,0.4,0.005067437021748848
0.8,0.5,0.0048673395556141615
0.8,0.6,0.004866034219440127
0.8,0.7000000000000001,0.0046771301735768255
0.8,0.8,0.004732542468905675
0.8,0.9,0.0047684916321265895
0.8,1.0,0.004783079211062836
0.8,1.1,0.004947197796849651
0.8,1.2000000000000002,0.0050751201195038155
0.8,1.3000000000000003,0.005148616981640446
0.8,1.4000000000000001,0.005235493626947471
0.8,1.5000000000000002,0.005462906598568468
0.8,1.6,0.005672277621344933
0.8,1.7000000000000002,0.0058709454635889795
0.8,1.8000000000000003,0.006130012550543275
0.8,1.9000000000000001,0.006301929619180633
0.8,2.0,0.006555602751203564
0.8,2.1,0.006795033119102797
0.8,2.2,0.006981970508980544
0.8,2.3000000000000003,0.00729066798681949
0.8,2.4000000000000004,0.007590865325069266
0.8,2.5000000000000004,0.007839443208855627
0.8,2.6,0.008043167501674725
0.8,2.7,0.008384201590885952
0.8,2.8000000000000003,0.00865174349953755
0.8,2.9000000000000004,0.009001892839595618
0.8,3.0000000000000004,0.009270149065014461
0.9,0.1,0.006616080721659144
0.9,0.2,0.005792725542873378
0.9,0.30000000000000004,0.005442061199322731
0.9,0.4,0.005180265563871641
0.9,0.5,0.00499399523697976
0.9,0.6,0.0048278700713694405
0.9,0.7000000000000001,0.004796435016299321
0.9,0.8,0.004745394877001363
0.9,0.9,0.004803656750555459
0.9,1.0,0.004935149326989221
0.9,1.1,0.004926236219118061
0.9,1.2000000000000002,0.005115698272127142
0.9,1.3000000000000003,0.0052152488705485825
0.9,1.4000000000000001,0.005346563622743294
0.9,1.5000000000000002,0.005472625592285747
0.9,1.6,0.0056486368295881675
0.9,1.7000000000000002,0.005898390417166468
0.9,1.8000000000000003,0.006038587392803952
0.9,1.9000000000000001,0.006307330266046586
0.9,2.0,0.006552158234520598
0.9,2.1,0.0067550178426589004
0.9,2.2,0.006998980910001612
0.9,2.3000000000000003,0.00735684410911311
0.9,2.4000000000000004,0.0075479993786206
0.9,2.5000000000000004,0.00776671167824809
0.9,2.6,0.007987356530539622
0.9,2.7,0.008334963457668662
0.9,2.8000000000000003,0.008654059416402396
0.9,2.9000000000000004,0.008790351592492147
0.9,3.0000000000000004,0.009203635782891195
1.0,0.1,0.006487482796997295
1.0,0.2,0.0059875487103697
1.0,0.30000000000000004,0.005542167325578011
1.0,0.4,0.0051495792108859585
1.0,0.5,0.005024718998112597
1.0,0.6,0.00488071772606901
1.0,0.7000000000000001,0.004874040932082245
1.0,0.8,0.004850701518972661
1.0,0.9,0.00487013690169206
1.0,1.0,0.004945266578017039
1.0,1.1,0.004930644774652813
1.0,1.2000000000000002,0.0050552583167887055
1.0,1.3000000000000003,0.005266841856679821
1.0,1.4000000000000001,0.00542846941049652
1.0,1.5000000000000002,0.005641609606861577
1.0,1.6,0.005694101099342709
1.0,1.7000000000000002,0.005931286708826186
1.0,1.8000000000000003,0.006146439002524327
1.0,1.9000000000000001,0.00632083726804605
1.0,2.0,0.006536744214950962
1.0,2.1,0.006829382258912884
1.0,2.2,0.007093993354290601
1.0,2.3000000000000003,0.007229950879633419
1.0,2.4000000000000004,0.00752136834623527
1.0,2.5000000000000004,0.0077255080208269095
1.0,2.6,0.008129922114852858
1.0,2.7,0.008349632490554058
1.0,2.8000000000000003,0.008462969416076337
1.0,2.9000000000000004,0.008793012573553178
1.0,3.0000000000000004,0.00902314565830734
1.1,0.1,0.006457326989295005
1.1,0.2,0.005958455228115677
1.1,0.30000000000000004,0.005538721320549837
1.1,0.4,0.005334575327342982
1.1,0.5,0.005181348598175643
1.1,0.6,0.005001831077101442
1.1,0.7000000000000001,0.00494167587695914
1.1,0.8,0.004962533402388906
1.1,0.9,0.00495400363186614
1.1,1.0,0.004985902042408406
1.1,1.1,0.005164383454288736
1.1,1.2000000000000002,0.005219577413600466
1.1,1.3000000000000003,0.005357445287689941
1.1,1.4000000000000001,0.005466891861503837
1.1,1.5000000000000002,0.005621875130799791
1.1,1.6,0.005694707056555762
1.1,1.7000000000000002,0.005975828958659657
1.1,1.8000000000000003,0.006205210410594864
1.1,1.9000000000000001,0.006406093910192747
1.1,2.0,0.00659385596041993
1.1,2.1,0.006775293076156694
1.1,2.2,0.007086148390389253
1.1,2.3000000000000003,0.00732908178564143
1.1,2.4000000000000004,0.007477613765017415
1.1,2.5000000000000004,0.007831381967101644
1.1,2.6,0.008049074915872353
1.1,2.7,0.008187521752866992
1.1,2.8000000000000003,0.008567184539633012
1.1,2.9000000000000004,0.008779049082108444
1.1,3.0000000000000004,0.009084865826192983
1.2000000000000002,0.1,0.006557476922153195
1.2000000000000002,0.2,0.00601032785815302
1.2000000000000002,0.30000000000000004,0.005710086610668262
1.2000000000000002,0.4,0.005445361837988544
1.2000000000000002,0.5,0.005247346830363594
1.2000000000000002,0.6,0.005226255099163296
1.2000000000000002,0.7000000000000001,0.005096123727907253
1.2000000000000002,0.8,0.005068673936350226
1.2000000000000002,0.9,0.005032264546267234
1.2000000000000002,1.0,0.005151778650693966
1.2000000000000002,1.1,0.005226744286674401
1.2000000000000002,1.2000000000000002,0.005298822124533647
1.2000000000000002,1.3000000000000003,0.0054054741414017865
1.2000000000000002,1.4000000000000001,0.0054954937746419736
1.2000000000000002,1.5000000000000002,0.005620175226886998
1.2000000000000002,1.6,0.005836697654518931
1.2000000000000002,1.7000000000000002,0.006019738747476699
1.2000000000000002,1.8000000000000003,0.006240917606759809
1.2000000000000002,1.9000000000000001,0.006413393100528025
1.2000000000000002,2.0,0.006583463967657754
1.2000000000000002,2.1,0.006859707119770239
1.2000000000000002,2.2,0.007087575406214137
1.2000000000000002,2.3000000000000003,0.007323685429866497
1.2000000000000002,2.4000000000000004,0.007646905231481744
1.2000000000000002,2.5000000000000004,0.007812893526541324
1.2000000000000002,2.6,0.008047783708101944
1.2000000000000002,2.7,0.008309912970735257
1.2000000000000002,2.8000000000000003,0.008656040255469519
1.2000000000000002,2.9000000000000004,0.00883256609180038
1.2000000000000002,3.0000000000000004,0.009071721526170081
1.3000000000000003,0.1,0.006691276114254785
1.3000000000000003,0.2,0.006259993019891437
1.3000000000000003,0.30000000000000004,0.005882925765335205
1.3000000000000003,0.4,0.0056307303886888255
1.3000000000000003,0.5,0.005419627641243126
1.3000000000000003,0.6,0.005266508061065968
1.3000000000000003,0.7000000000000001,0.00522123492684718
1.3000000000000003,0.8,0.005229651374231861
1.3000000000000003,0.9,0.005150276538003696
1.3000000000000003,1.0,0.005280519538682994
1.3000000000000003,1.1,0.005394465199272536
1.3000000000000003,1.2000000000000002,0.005402572321420229
1.3000000000000003,1.3000000000000003,0.005592613116067738
1.3000000000000003,1.4000000000000001,0.005631658231031118
1.3000000000000003,1.5000000000000002,0.00576259518754093
1.3000000000000003,1.6,0.0058757002680226815
1.3000000000000003,1.7000000000000002,0.006124800687751846
1.3000000000000003,1.8000000000000003,0.006246837459512144
1.3000000000000003,1.9000000000000001,0.006429845850231441
1.3000000000000003,2.0,0.0066898255520954596
1.3000000000000003,2.1,0.0069032160931420256
1.3000000000000003,2.2,0.007133753964920614
1.3000000000000003,2.3000000000000003,0.007315334020444763
1.3000000000000003,2.4000000000000004,0.007516597322508586
1.3000000000000003,2.5000000000000004,0.007788021256136305
1.3000000000000003,2.6,0.008048602442771806
1.3000000000000003,2.7,0.008256954318868756
1.3000000000000003,2.8000000000000003,0.00855715948091316
1.3000000000000003,2.9000000000000004,0.008816697710637561
1.3000000000000003,3.0000000000000004,0.009030665973468188
1.4000000000000001,0.1,0.006780539874618127
1.4000000000000001,0.2,0.006359518959769633
1.4000000000000001,0.30000000000000004,0.006012110407904711
1.4000000000000001,0.4,0.0057664223906382745
1.4000000000000001,0.5,0.005532280230393556
1.4000000000000001,0.6,0.005451530685506612
1.4000000000000001,0.7000000000000001,0.005364023955904224
1.4000000000000001,0.8,0.00540657852923006
1.4000000000000001,0.9,0.005312492885044771
1.4000000000000001,1.0,0.00536621962281055
1.4000000000000001,1.1,0.0054302459773948025
1.4000000000000001,1.2000000000000002,0.005482321867425039
1.4000000000000001,1.3000000000000003,0.005600083212065736
1.4000000000000001,1.4000000000000001,0.005763077894757688
1.4000000000000001,1.5000000000000002,0.005821149367577369
1.4000000000000001,1.6,0.006015127452667606
1.4000000000000001,1.7000000000000002,0.006181060728042697
1.4000000000000001,1.8000000000000003,0.006390016525318598
1.4000000000000001,1.9000000000000001,0.006504445880540355
1.4000000000000001,2.0,0.006675130139007331
1.4000000000000001,2.1,0.006942012874360567
1.4000000000000001,2.2,0.007189022113543806
1.4000000000000001,2.3000000000000003,0.00740017732076046
1.4000000000000001,2.4000000000000004,0.007615173271908218
1.4000000000000001,2.5000000000000004,0.00776813149993015
1.4000000000000001,2.6,0.008144859676119151
1.4000000000000001,2.7,0.008341291095581193
1.4000000000000001,2.8000000000000003,0.008652342312940786
1.4000000000000001,2.9000000000000004,0.008956447647823869
1.4000000000000001,3.0000000000000004,0.009115898005814851
1.5000000000000002,0.1,0.007062544322951669
1.5000000000000002,0.2,0.006649353314344233
1.5000000000000002,0.30000000000000004,0.006273305063233389
1.5000000000000002,0.4,0.005909396295209532
1.5000000000000002,0.5,0.005778283618944681
1.5000000000000002,0.6,0.0056697801238826395
1.5000000000000002,0.7000000000000001,0.0055612525895024625
1.5000000000000002,0.8,0.005603011038632256
1.5000000000000002,0.9,0.005481008545783879
1.5000000000000002,1.0,0.00554337022723066
1.5000000000000002,1.1,0.005596267475439253
1.5000000000000002,1.2000000000000002,0.00564866585162792
1.5000000000000002,1.3000000000000003,0.005727736263198116
1.5000000000000002,1.4000000000000001,0.005784936671412343
1.5000000000000002,1.5000000000000002,0.005969025771676443
1.5000000000000002,1.6,0.0061055761270889745
1.5000000000000002,1.7000000000000002,0.006275737813936899
1.5000000000000002,1.8000000000000003,0.006522767958885152
1.5000000000000002,1.9000000000000001,0.006595849676584
1.5000000000000002,2.0,0.006831540580405428
1.5000000000000002,2.1,0.00700738632869502
1.5000000000000002,2.2,0.007234738532320032
1.5000000000000002,2.3000000000000003,0.007495429011453629
1.5000000000000002,2.4000000000000004,0.007698230111013599
1.5000000000000002,2.5000000000000004,0.007923270111039691
1.5000000000000002,2.6,0.00809061803713871
1.5000000000000002,2.7,0.008446957557684823
1.5000000000000002,2.8000000000000003,0.008594817785901829
1.5000000000000002,2.9000000000000004,0.008882631466247926
1.5000000000000002,3.0000000000000004,0.009123702688134862
1.6,0.1,0.007166900672853384
1.6,0.2,0.006754251937129733
1.6,0.30000000000000004,0.006393112624399947
1.6,0.4,0.006105714660718124
1.6,0.5,0.0059671888248398145
1.6,0.6,0.005793794062273369
1.6,0.7000000000000001,0.005695339686119249
1.6,0.8,0.005728988203577512
1.6,0.9,0.005702911095762572
1.6,1.0,0.005692218978359048
1.6,1.1,0.005726578691838106
1.6,1.2000000000000002,0.005763877745746026
1.6,1.3000000000000003,0.005925391084288453
1.6,1.4000000000000001,0.0060701030711818845
1.6,1.5000000000000002,0.006092243205877418
1.6,1.6,0.006292516942588612
1.6,1.7000000000000002,0.006339218475789173
1.6,1.8000000000000003,0.006583801334836516
1.6,1.9000000000000001,0.006811300274879199
1.6,2.0,0.006901427645404474
1.6,2.1,0.007143194327498165
1.6,2.2,0.007318972702426868
1.6,2.3000000000000003,0.0075490304612194905
1.6,2.4000000000000004,0.0077967455921459684
1.6,2.5000000000000004,0.007951425480916898
1.6,2.6,0.008136775246862066
1.6,2.7,0.008500661819228192
1.6,2.8000000000000003,0.008648354184372571
1.6,2.9000000000000004,0.008874518354641958
1.6,3.0000000000000004,0.009210683816902163
1.7000000000000002,0.1,0.0072709906614728545
1.7000000000000002,0.2,0.0069100118549824995
1.7000000000000002,0.30000000000000004,0.006649205466253932
1.7000000000000002,0.4,0.006340541499591092
1.7000000000000002,0.5,0.006167144900004315
1.7000000000000002,0.6,0.006037832452459502
1.7000000000000002,0.7000000000000001,0.005969990147139241
1.7000000000000002,0.8,0.005858384958641796
1.7000000000000002,0.9,0.005902885171733446
1.7000000000000002,1.0,0.005927649794784438
1.7000000000000002,1.1,0.005959378541230178
1.7000000000000002,1.2000000000000002,0.0060474118642064615
1.7000000000000002,1.3000000000000003,0.006040609388083222
1.7000000000000002,1.4000000000000001,0.006137790893711624
1.7000000000000002,1.5000000000000002,0.0062893386617476135
1.7000000000000002,1.6,0.006446338599343762
1.7000000000000002,1.7000000000000002,0.006562260537226215
1.7000000000000002,1.8000000000000003,0.006657224135304894
1.7000000000000002,1.9000000000000001,0.006869394426611019
1.7000000000000002,2.0,0.007060722673662611
1.7000000000000002,2.1,0.007186311307891082
1.7000000000000002,2.2,0.007443325118848942
1.7000000000000002,2.3000000000000003,0.007666312422433684
1.7000000000000002,2.4000000000000004,0.007830551430668978
1.7000000000000002,2.5000000000000004,0.00805529073681041
1.7000000000000002,2.6,0.008312240134924896
1.7000000000000002,2.7,0.008592704696763485
1.7000000000000002,2.8000000000000003,0.008807170884711417
1.7000000000000002,2.9000000000000004,0.008958371033581401
1.7000000000000002,3.0000000000000004,0.009156571767479306
1.8000000000000003,0.1,0.0075709929385630115
1.8000000000000003,0.2,0.0072322876371017815
1.8000000000000003,0.30000000000000004,0.006869104015363907
1.8000000000000003,0.4,0.006728621703642485
1.8000000000000003,0.5,0.006511670217840863
1.8000000000000003,0.6,0.0062724942035487985
1.8000000000000003,0.7000000000000001,0.006201404134938049
1.8000000000000003,0.8,0.006159950309451787
1.8000000000000003,0.9,0.00609150504127766
1.8000000000000003,1.0,0.006146423784917349
1.8000000000000003,1.1,0.006059152998970387
1.8000000000000003,1.2000000000000002,0.006251682138961761
1.8000000000000003,1.3000000000000003,0.006244236807348273
1.8000000000000003,1.4000000000000001,0.006320919711223162
1.8000000000000003,1.5000000000000002,0.006348076314190349
1.8000000000000003,1.6,0.0066524488819211395
1.8000000000000003,1.7000000000000002,0.006679431945142965
1.8000000000000003,1.8000000000000003,0.006847896996146102
1.8000000000000003,1.9000000000000001,0.007039618318533271
1.8000000000000003,2.0,0.007213599565933387
1.8000000000000003,2.1,0.007420854951543694
1.8000000000000003,2.2,0.007564443147452502
1.8000000000000003,2.3000000000000003,0.007752853948006647
1.8000000000000003,2.4000000000000004,0.007947752927654
1.8000000000000003,2.5000000000000004,0.00813404605539453
1.8000000000000003,2.6,0.00844133385786815
1.8000000000000003,2.7,0.00853923163703647
1.8000000000000003,2.8000000000000003,0.008820411847313704
1.8000000000000003,2.9000000000000004,0.009104465657689532
1.8000000000000003,3.0000000000000004,0.009233476345246676
1.9000000000000001,0.1,0.0077507670069790775
1.9000000000000001,0.2,0.00734415517507401
1.9000000000000001,0.30000000000000004,0.007077599030690736
1.9000000000000001,0.4,0.0069220345459370825
1.9000000000000001,0.5,0.006589771257382054
1.9000000000000001,0.6,0.0065495180190652535
1.9000000000000001,0.7000000000000001,0.006534539815058607
1.9000000000000001,0.8,0.006274062565613301
1.9000000000000001,0.9,0.006257678395919174
1.9000000000000001,1.0,0.006345407077364012
1.9000000000000001,1.1,0.006305111230218533
1.9000000000000001,1.2000000000000002,0.006421883386724316
1.9000000000000001,1.3000000000000003,0.006462728115130073
1.9000000000000001,1.4000000000000001,0.006492354885677782
1.9000000000000001,1.5000000000000002,0.0066435272019127614
1.9000000000000001,1.6,0.006744113477500957
1.9000000000000001,1.7000000000000002,0.0069372998332303685
1.9000000000000001,1.8000000000000003,0.007046258028898359
1.9000000000000001,1.9000000000000001,0.007124702113536728
1.9000000000000001,2.0,0.007387757058970273
1.9000000000000001,2.1,0.007521436503641293
1.9000000000000001,2.2,0.007683530030037184
1.9000000000000001,2.3000000000000003,0.00782638816100301
1.9000000000000001,2.4000000000000004,0.00808502122784518
1.9000000000000001,2.5000000000000004,0.008249277302193818
1.9000000000000001,2.6,0.008472852371146046
1.9000000000000001,2.7,0.008693916736614798
1.9000000000000001,2.8000000000000003,0.008939186443693452
1.9000000000000001,2.9000000000000004,0.009122987480455865
1.9000000000000001,3.0000000000000004,0.00933016631095195
2.0,0.1,0.007949379485319574
2.0,0.2,0.00755740761665863
2.0,0.30000000000000004,0.007228387249521185
2.0,0.4,0.007071106367392551
2.0,0.5,0.0068858558936014365
2.0,0.6,0.0066676665131265
2.0,0.7000000000000001,0.006635615790720724
2.0,0.8,0.006589084010005261
2.0,0.9,0.00655067902093468
2.0,1.0,0.006423406317566594
2.0,1.1,0.006504448666228914
2.0,1.2000000000000002,0.006536155948178475
2.0,1.3000000000000003,0.006598261520425463
2.0,1.4000000000000001,0.006682499968109728
2.0,1.5000000000000002,0.006747853790225999
2.0,1.6,0.006935442857404344
2.0,1.7000000000000002,0.007025117029650357
2.0,1.8000000000000003,0.007157632085086214
2.0,1.9000000000000001,0.00727382497887904
2.0,2.0,0.007398231421275014
2.0,2.1,0.007584379218786648
2.0,2.2,0.007715333486985418
2.0,2.3000000000000003,0.00795769044995947
2.0,2.4000000000000004,0.008026716299850502
2.0,2.5000000000000004,0.008368731707050587
2.0,2.6,0.008600969169917724
2.0,2.7,0.008764641488114552
2.0,2.8000000000000003,0.009019883770406287
2.0,2.9000000000000004,0.009213347832930993
2.0,3.0000000000000004,0.00944400784435278
2.1,0.1,0.008152967963301188
2.1,0.2,0.007976267720344127
2.1,0.30000000000000004,0.007662377788313608
2.1,0.4,0.007347931370826871
2.1,0.5,0.0071273093072132514
2.1,0.6,0.006998459578159273
2.1,0.7000000000000001,0.0068680006827656626
2.1,0.8,0.006833818190505264
2.1,0.9,0.0067125515942299974
2.1,1.0,0.006646826583070776
2.1,1.1,0.006738128368368593
2.1,1.2000000000000002,0.006705610503843181
2.1,1.3000000000000003,0.006768058408054452
2.1,1.4000000000000001,0.006859146315353204
2.1,1.5000000000000002,0.006992846335725765
2.1,1.6,0.0070611497162620445
2.1,1.7000000000000002,0.007195437457710492
2.1,1.8000000000000003,0.007339959805048457
2.1,1.9000000000000001,0.007374391987773596
2.1,2.0,0.007653329678290283
2.1,2.1,0.007731680540544
2.1,2.2,0.007914983824172652
2.1,2.3000000000000003,0.008098665729389507
2.1,2.4000000000000004,0.00834774478068617
2.1,2.5000000000000004,0.008466157205422167
2.1,2.6,0.008699287505714765
2.1,2.7,0.0088956618659162
2.1,2.8000000000000003,0.009138098701530685
2.1,2.9000000000000004,0.009367842674151262
2.1,3.0000000000000004,0.009561413344469985
2.2,0.1,0.008453625853591055
2.2,0.2,0.008099624258493759
2.2,0.30000000000000004,0.007829494370421174
2.2,0.4,0.007443135000283333
2.2,0.5,0.007319788481430527
2.2,0.6,0.00711150777433291
2.2,0.7000000000000001,0.007063336462564406
2.2,0.8,0.007117049075107626
2.2,0.9,0.006898888603346394
2.2,1.0,0.006935318246046308
2.2,1.1,0.006960398369064882
2.2,1.2000000000000002,0.006965659781319681
2.2,1.3000000000000003,0.007017765683203391
2.2,1.4000000000000001,0.007069315894074716
