sigma0,sigma1,time_iter1,phase_var
0.30000000000000004,0.8,2,0.005095019769577727
0.30000000000000004,0.9,2,0.005118462603675469
0.30000000000000004,1.0,2,0.005081089190577403
0.30000000000000004,1.1,2,0.005257010890120965
0.30000000000000004,1.2000000000000002,2,0.005339063384394514
0.30000000000000004,1.3000000000000003,2,0.005547026719100851
0.30000000000000004,1.4000000000000001,2,0.005711980182720263
0.30000000000000004,1.5000000000000002,2,0.005880788724637698
0.30000000000000004,1.6,2,0.0059978651404587364
0.30000000000000004,1.7000000000000002,2,0.006259172936038162
0.30000000000000004,1.8000000000000003,2,0.006597042676033269
0.30000000000000004,1.9000000000000001,2,0.006738717717592479
0.30000000000000004,2.0,2,0.007053818361498553
0.4,0.1,2,0.008662244393946998
0.4,0.2,2,0.007308554699451086
0.4,0.30000000000000004,2,0.00630579097614684
0.4,0.4,2,0.005603531858629699
0.4,0.5,2,0.005226120486968241
0.4,0.6,2,0.005022659526772756
0.4,0.7000000000000001,2,0.004926367057897735
0.4,0.8,2,0.004927595304977063
0.4,0.9,2,0.004924981090781867
0.4,1.0,2,0.005037769239035511
0.4,1.1,2,0.005190812869621601
0.4,1.2000000000000002,2,0.005201496878163761
0.4,1.3000000000000003,2,0.005436751153411195
0.4,1.4000000000000001,2,0.005567065817742019
0.4,1.5000000000000002,2,0.005713483756847311
0.4,1.6,2,0.005958985601508394
0.4,1.7000000000000002,2,0.006179439244599378
0.4,1.8000000000000003,2,0.00636521784781833
0.4,1.9000000000000001,2,0.006642669565613615
0.4,2.0,2,0.006848626339879737
0.5,0.1,2,0.007965654941530837
0.5,0.2,2,0.006621122391335465
0.5,0.30000000000000004,2,0.005918044930802316
0.5,0.4,2,0.00539065215897342
0.5,0.5,2,0.005097368469826825
0.5,0.6,2,0.004862708784809233
0.5,0.7000000000000001,2,0.004862296706334025
0.5,0.8,2,0.004886602631049876
0.5,0.9,2,0.004837406495162114
0.5,1.0,2,0.0048261587246353
0.5,1.1,2,0.004982050515766128
0.5,1.2000000000000002,2,0.005152242472774222
0.5,1.3000000000000003,2,0.005276273673344868
0.5,1.4000000000000001,2,0.005421770314654151
0.5,1.5000000000000002,2,0.0056369239430570555
0.5,1.6,2,0.005802205043629613
0.5,1.7000000000000002,2,0.00604103304865796
0.5,1.8000000000000003,2,0.0062367628054025735
0.5,1.9000000000000001,2,0.006444013969622781
0.5,2.0,2,0.006716783049008109
0.6,0.1,2,0.00739850796733977
0.6,0.2,2,0.006383260136823466
0.6,0.30000000000000004,2,0.005680696887727933
0.6,0.4,2,0.0052379324280517605
0.6,0.5,2,0.004998174109702189
0.6,0.6,2,0.004832515773933811
0.6,0.7000000000000001,2,0.004685426513790445
0.6,0.8,2,0.004700351584477339
0.6,0.9,2,0.004764226207421679
0.6,1.0,2,0.00486703526319432
0.6,1.1,2,0.0049391782947184135
0.6,1.2000000000000002,2,0.005043140374834889
0.6,1.3000000000000003,2,0.0051488819160210005
0.6,1.4000000000000001,2,0.005449866081346549
0.6,1.5000000000000002,2,0.005559940205638061
0.6,1.6,2,0.005717066892849989
0.6,1.7000000000000002,2,0.005894332885646119
0.6,1.8000000000000003,2,0.006206811334598117
0.6,1.9000000000000001,2,0.00647519849508439
0.6,2.0,2,0.006736396427121519
0.7000000000000001,0.1,2,0.006841098945868829
0.7000000000000001,0.2,2,0.006148659813989865
0.7000000000000001,0.30000000000000004,2,0.005545849667009267
0.7000000000000001,0.4,2,0.005173907729562425
0.7000000000000001,0.5,2,0.004934495831329367
0.7000000000000001,0.6,2,0.0047815526602791305
0.7000000000000001,0.7000000000000001,2,0.00471816637036498
0.7000000000000001,0.8,2,0.004757005925280089
0.7000000000000001,0.9,2,0.004822575356632743
0.7000000000000001,1.0,2,0.004747832404243601
0.7000000000000001,1.1,2,0.004872851483567944
0.7000000000000001,1.2000000000000002,2,0.004979748210682409
0.7000000000000001,1.3000000000000003,2,0.005143555817205858
0.7000000000000001,1.4000000000000001,2,0.005299435857492077
0.7000000000000001,1.5000000000000002,2,0.0055685047534699515
0.7000000000000001,1.6,2,0.005650997439408639
0.7000000000000001,1.7000000000000002,2,0.005970631796017444
0.7000000000000001,1.8000000000000003,2,0.006124612818080474
0.7000000000000001,1.9000000000000001,2,0.006451984690502785
0.7000000000000001,2.0,2,0.006570043307681038
0.8,0.1,2,0.006708548390627443
0.8,0.2,2,0.005902197936534903
0.8,0.30000000000000004,2,0.005419890956990317
0.8,0.4,2,0.005067437021748848
0.8,0.5,2,0.0048673395556141615
0.8,0.6,2,0.004866034219440127
0.8,0.7000000000000001,2,0.0046771301735768255
0.8,0.8,2,0.004732542468905675
0.8,0.9,2,0.0047684916321265895
0.8,1.0,2,0.004783079211062836
0.8,1.1,2,0.004947197796849651
0.8,1.2000000000000002,2,0.0050751201195038155
0.8,1.3000000000000003,2,0.005148616981640446
0.8,1.4000000000000001,2,0.005235493626947471
0.8,1.5000000000000002,2,0.005462906598568468
0.8,1.6,2,0.005672277621344933
0.8,1.7000000000000002,2,0.0058709454635889795
0.8,1.8000000000000003,2,0.006130012550543275
0.8,1.9000000000000001,2,0.006301929619180633
0.8,2.0,2,0.006555602751203564
0.9,0.1,2,0.006616080721659144
0.9,0.2,2,0.005792725542873378
0.9,0.30000000000000004,2,0.005442061199322731
0.9,0.4,2,0.005180265563871641
0.9,0.5,2,0.00499399523697976
0.9,0.6,2,0.0048278700713694405
0.9,0.7000000000000001,2,0.004796435016299321
0.9,0.8,2,0.004745394877001363
0.9,0.9,2,0.004803656750555459
0.9,1.0,2,0.004935149326989221
0.9,1.1,2,0.004926236219118061
0.9,1.2000000000000002,2,0.005115698272127142
0.9,1.3000000000000003,2,0.0052152488705485825
0.9,1.4000000000000001,2,0.005346563622743294
0.9,1.5000000000000002,2,0.005472625592285747
0.9,1.6,2,0.0056486368295881675
0.9,1.7000000000000002,2,0.005898390417166468
0.9,1.8000000000000003,2,0.006038587392803952
0.9,1.9000000000000001,2,0.006307330266046586
0.9,2.0,2,0.006552158234520598
1.0,0.1,2,0.006487482796997295
1.0,0.2,2,0.0059875487103697
1.0,0.30000000000000004,2,0.005542167325578011
1.0,0.4,2,0.0051495792108859585
1.0,0.5,2,0.005024718998112597
1.0,0.6,2,0.00488071772606901
1.0,0.7000000000000001,2,0.004874040932082245
1.0,0.8,2,0.004850701518972661
1.0,0.9,2,0.00487013690169206
1.0,1.0,2,0.004945266578017039
1.0,1.1,2,0.004930644774652813
1.0,1.2000000000000002,2,0.0050552583167887055
1.0,1.3000000000000003,2,0.005266841856679821
1.0,1.4000000000000001,2,0.00542846941049652
1.0,1.5000000000000002,2,0.005641609606861577
1.0,1.6,2,0.005694101099342709
1.0,1.7000000000000002,2,0.005931286708826186
1.0,1.8000000000000003,2,0.006146439002524327
1.0,1.9000000000000001,2,0.00632083726804605
1.0,2.0,2,0.006536744214950962
1.1,0.1,2,0.006457326989295005
1.1,0.2,2,0.005958455228115677
1.1,0.30000000000000004,2,0.005538721320549837
1.1,0.4,2,0.005334575327342982
1.1,0.5,2,0.005181348598175643
1.1,0.6,2,0.005001831077101442
1.1,0.7000000000000001,2,0.00494167587695914
1.1,0.8,2,0.004962533402388906
1.1,0.9,2,0.00495400363186614
1.1,1.0,2,0.004985902042408406
1.1,1.1,2,0.005164383454288736
1.1,1.2000000000000002,2,0.005219577413600466
1.1,1.3000000000000003,2,0.005357445287689941
1.1,1.4000000000000001,2,0.005466891861503837
1.1,1.5000000000000002,2,0.005621875130799791
1.1,1.6,2,0.005694707056555762
1.1,1.7000000000000002,2,0.005975828958659657
1.1,1.8000000000000003,2,0.006205210410594864
1.1,1.9000000000000001,2,0.006406093910192747
1.1,2.0,2,0.00659385596041993
1.2000000000000002,0.1,2,0.006557476922153195
1.2000000000000002,0.2,2,0.00601032785815302
1.2000000000000002,0.30000000000000004,2,0.005710086610668262
1.2000000000000002,0.4,2,0.005445361837988544
1.2000000000000002,0.5,2,0.005247346830363594
1.2000000000000002,0.6,2,0.005226255099163296
1.2000000000000002,0.7000000000000001,2,0.005096123727907253
1.2000000000000002,0.8,2,0.005068673936350226
1.2000000000000002,0.9,2,0.005032264546267234
1.2000000000000002,1.0,2,0.005151778650693966
1.2000000000000002,1.1,2,0.005226744286674401
1.2000000000000002,1.2000000000000002,2,0.005298822124533647
1.2000000000000002,1.3000000000000003,2,0.0054054741414017865
1.2000000000000002,1.4000000000000001,2,0.0054954937746419736
1.2000000000000002,1.5000000000000002,2,0.005620175226886998
1.2000000000000002,1.6,2,0.005836697654518931
1.2000000000000002,1.7000000000000002,2,0.006019738747476699
1.2000000000000002,1.8000000000000003,2,0.006240917606759809
1.2000000000000002,1.9000000000000001,2,0.006413393100528025
1.2000000000000002,2.0,2,0.006583463967657754
1.3000000000000003,0.1,2,0.006691276114254785
1.3000000000000003,0.2,2,0.006259993019891437
1.3000000000000003,0.30000000000000004,2,0.005882925765335205
1.3000000000000003,0.4,2,0.0056307303886888255
1.3000000000000003,0.5,2,0.005419627641243126
1.3000000000000003,0.6,2,0.005266508061065968
1.3000000000000003,0.7000000000000001,2,0.00522123492684718
1.3000000000000003,0.8,2,0.005229651374231861
1.3000000000000003,0.9,2,0.005150276538003696
1.3000000000000003,1.0,2,0.005280519538682994
1.3000000000000003,1.1,2,0.005394465199272536
1.3000000000000003,1.2000000000000002,2,0.005402572321420229
1.3000000000000003,1.3000000000000003,2,0.005592613116067738
1.3000000000000003,1.4000000000000001,2,0.005631658231031118
1.3000000000000003,1.5000000000000002,2,0.00576259518754093
1.3000000000000003,1.6,2,0.0058757002680226815
1.3000000000000003,1.7000000000000002,2,0.006124800687751846
1.3000000000000003,1.8000000000000003,2,0.006246837459512144
1.3000000000000003,1.9000000000000001,2,0.006429845850231441
1.3000000000000003,2.0,2,0.0066898255520954596
1.4000000000000001,0.1,2,0.006780539874618127
1.4000000000000001,0.2,2,0.006359518959769633
1.4000000000000001,0.30000000000000004,2,0.006012110407904711
1.4000000000000001,0.4,2,0.0057664223906382745
1.4000000000000001,0.5,2,0.005532280230393556
1.4000000000000001,0.6,2,0.005451530685506612
1.4000000000000001,0.7000000000000001,2,0.005364023955904224
1.4000000000000001,0.8,2,0.00540657852923006
1.4000000000000001,0.9,2,0.005312492885044771
1.4000000000000001,1.0,2,0.00536621962281055
1.4000000000000001,1.1,2,0.0054302459773948025
1.4000000000000001,1.2000000000000002,2,0.005482321867425039
1.4000000000000001,1.3000000000000003,2,0.005600083212065736
1.4000000000000001,1.4000000000000001,2,0.005763077894757688
1.4000000000000001,1.5000000000000002,2,0.005821149367577369
1.4000000000000001,1.6,2,0.006015127452667606
1.4000000000000001,1.7000000000000002,2,0.006181060728042697
1.4000000000000001,1.8000000000000003,2,0.006390016525318598
1.4000000000000001,1.9000000000000001,2,0.006504445880540355
1.4000000000000001,2.0,2,0.006675130139007331
1.5000000000000002,0.1,2,0.007062544322951669
1.5000000000000002,0.2,2,0.006649353314344233
1.5000000000000002,0.30000000000000004,2,0.006273305063233389
1.5000000000000002,0.4,2,0.005909396295209532
1.5000000000000002,0.5,2,0.005778283618944681
1.5000000000000002,0.6,2,0.0056697801238826395
1.5000000000000002,0.7000000000000001,2,0.0055612525895024625
1.5000000000000002,0.8,2,0.005603011038632256
1.5000000000000002,0.9,2,0.005481008545783879
1.5000000000000002,1.0,2,0.00554337022723066
1.5000000000000002,1.1,2,0.005596267475439253
1.5000000000000002,1.2000000000000002,2,0.00564866585162792
1.5000000000000002,1.3000000000000003,2,0.005727736263198116
1.5000000000000002,1.4000000000000001,2,0.005784936671412343
1.5000000000000002,1.5000000000000002,2,0.005969025771676443
1.5000000000000002,1.6,2,0.0061055761270889745
1.5000000000000002,1.7000000000000002,2,0.006275737813936899
1.5000000000000002,1.8000000000000003,2,0.006522767958885152
1.5000000000000002,1.9000000000000001,2,0.006595849676584
1.5000000000000002,2.0,2,0.006831540580405428
1.6,0.1,2,0.007166900672853384
1.6,0.2,2,0.006754251937129733
1.6,0.30000000000000004,2,0.006393112624399947
1.6,0.4,2,0.006105714660718124
1.6,0.5,2,0.0059671888248398145
1.6,0.6,2,0.005793794062273369
1.6,0.7000000000000001,2,0.005695339686119249
1.6,0.8,2,0.005728988203577512
1.6,0.9,2,0.005702911095762572
1.6,1.0,2,0.005692218978359048
1.6,1.1,2,0.005726578691838106
1.6,1.2000000000000002,2,0.005763877745746026
1.6,1.3000000000000003,2,0.005925391084288453
1.6,1.4000000000000001,2,0.0060701030711818845
1.6,1.5000000000000002,2,0.006092243205877418
1.6,1.6,2,0.006292516942588612
1.6,1.7000000000000002,2,0.006339218475789173
1.6,1.8000000000000003,2,0.006583801334836516
1.6,1.9000000000000001,2,0.006811300274879199
1.6,2.0,2,0.006901427645404474
1.7000000000000002,0.1,2,0.0072709906614728545
1.7000000000000002,0.2,2,0.0069100118549824995
1.7000000000000002,0.30000000000000004,2,0.006649205466253932
1.7000000000000002,0.4,2,0.006340541499591092
1.7000000000000002,0.5,2,0.006167144900004315
1.7000000000000002,0.6,2,0.006037832452459502
1.7000000000000002,0.7000000000000001,2,0.005969990147139241
1.7000000000000002,0.8,2,0.005858384958641796
1.7000000000000002,0.9,2,0.005902885171733446
1.7000000000000002,1.0,2,0.005927649794784438
1.7000000000000002,1.1,2,0.005959378541230178
1.7000000000000002,1.2000000000000002,2,0.0060474118642064615
1.7000000000000002,1.3000000000000003,2,0.006040609388083222
1.7000000000000002,1.4000000000000001,2,0.006137790893711624
1.7000000000000002,1.5000000000000002,2,0.0062893386617476135
1.7000000000000002,1.6,2,0.006446338599343762
1.7000000000000002,1.7000000000000002,2,0.006562260537226215
1.7000000000000002,1.8000000000000003,2,0.006657224135304894
1.7000000000000002,1.9000000000000001,2,0.006869394426611019
1.7000000000000002,2.0,2,0.007060722673662611
1.8000000000000003,0.1,2,0.0075709929385630115
1.8000000000000003,0.2,2,0.0072322876371017815
1.8000000000000003,0.30000000000000004,2,0.006869104015363907
1.8000000000000003,0.4,2,0.006728621703642485
1.8000000000000003,0.5,2,0.006511670217840863
1.8000000000000003,0.6,2,0.0062724942035487985
1.8000000000000003,0.7000000000000001,2,0.006201404134938049
1.8000000000000003,0.8,2,0.006159950309451787
1.8000000000000003,0.9,2,0.00609150504127766
1.8000000000000003,1.0,2,0.006146423784917349
1.8000000000000003,1.1,2,0.006059152998970387
1.8000000000000003,1.2000000000000002,2,0.006251682138961761
1.8000000000000003,1.3000000000000003,2,0.006244236807348273
1.8000000000000003,1.4000000000000001,2,0.006320919711223162
1.8000000000000003,1.5000000000000002,2,0.006348076314190349
1.8000000000000003,1.6,2,0.0066524488819211395
1.8000000000000003,1.7000000000000002,2,0.006679431945142965
1.8000000000000003,1.8000000000000003,2,0.006847896996146102
1.8000000000000003,1.9000000000000001,2,0.007039618318533271
1.8000000000000003,2.0,2,0.007213599565933387
1.9000000000000001,0.1,2,0.0077507670069790775
1.9000000000000001,0.2,2,0.00734415517507401
1.9000000000000001,0.30000000000000004,2,0.007077599030690736
1.9000000000000001,0.4,2,0.0069220345459370825
1.9000000000000001,0.5,2,0.006589771257382054
1.9000000000000001,0.6,2,0.0065495180190652535
1.9000000000000001,0.7000000000000001,2,0.006534539815058607
1.9000000000000001,0.8,2,0.006274062565613301
1.9000000000000001,0.9,2,0.006257678395919174
1.9000000000000001,1.0,2,0.006345407077364012
1.9000000000000001,1.1,2,0.006305111230218533
1.9000000000000001,1.2000000000000002,2,0.006421883386724316
1.9000000000000001,1.3000000000000003,2,0.006462728115130073
1.9000000000000001,1.4000000000000001,2,0.006492354885677782
1.9000000000000001,1.5000000000000002,2,0.0066435272019127614
1.9000000000000001,1.6,2,0.006744113477500957
1.9000000000000001,1.7000000000000002,2,0.0069372998332303685
1.9000000000000001,1.8000000000000003,2,0.007046258028898359
1.9000000000000001,1.9000000000000001,2,0.007124702113536728
1.9000000000000001,2.0,2,0.007387757058970273
2.0,0.1,2,0.007949379485319574
2.0,0.2,2,0.00755740761665863
2.0,0.30000000000000004,2,0.007228387249521185
2.0,0.4,2,0.007071106367392551
2.0,0.5,2,0.0068858558936014365
2.0,0.6,2,0.0066676665131265
2.0,0.7000000000000001,2,0.006635615790720724
2.0,0.8,2,0.006589084010005261
2.0,0.9,2,0.00655067902093468
2.0,1.0,2,0.006423406317566594
2.0,1.1,2,0.006504448666228914
2.0,1.2000000000000002,2,0.006536155948178475
2.0,1.3000000000000003,2,0.006598261520425463
2.0,1.4000000000000001,2,0.006682499968109728
2.0,1.5000000000000002,2,0.006747853790225999
2.0,1.6,2,0.006935442857404344
2.0,1.7000000000000002,2,0.007025117029650357
2.0,1.8000000000000003,2,0.007157632085086214
2.0,1.9000000000000001,2,0.00727382497887904
2.0,2.0,2,0.007398231421275014
0.1,0.1,3,0.0197094033579688
0.1,0.2,3,0.013059351620474129
0.1,0.30000000000000004,3,0.010097681033600356
0.1,0.4,3,0.008575155711944117
0.1,0.5,3,0.007446440318866634
0.1,0.6,3,0.006891525699233996
0.1,0.7000000000000001,3,0.006815219593064244
0.1,0.8,3,0.006467438452723623
0.1,0.9,3,0.006386882872219208
0.1,1.0,3,0.006461597879182729
0.1,1.1,3,0.006519848340740797
0.1,1.2000000000000002,3,0.006660126555742297
0.1,1.3000000000000003,3,0.006890080912633121
0.1,1.4000000000000001,3,0.006891448926329945
0.1,1.5000000000000002,3,0.007121706000387564
0.1,1.6,3,0.007367420959707443
0.1,1.7000000000000002,3,0.007674671998167864
0.1,1.8000000000000003,3,0.007848952812971861
0.1,1.9000000000000001,3,0.008052842658546335
0.1,2.0,3,0.008326238821676648
0.2,0.1,3,0.013648090865850412
0.2,0.2,3,0.010267833341708242
0.2,0.30000000000000004,3,0.00839953720865956
0.2,0.4,3,0.0073772379043641305
0.2,0.5,3,0.00669230806940096
0.2,0.6,3,0.006291057348747825
0.2,0.7000000000000001,3,0.006178013469387883
0.2,0.8,3,0.005987264972161795
0.2,0.9,3,0.0059871579076175045
0.2,1.0,3,0.006114288732429761
0.2,1.1,3,0.006075503542640144
0.2,1.2000000000000002,3,0.006208229694960564
0.2,1.3000000000000003,3,0.006416074521155832
0.2,1.4000000000000001,3,0.006556952349944516
0.2,1.5000000000000002,3,0.0067809053294583975
0.2,1.6,3,0.007089058298646797
0.2,1.7000000000000002,3,0.007310900163701921
0.2,1.8000000000000003,3,0.0075385118228955
0.2,1.9000000000000001,3,0.007780386521963549
0.2,2.0,3,0.008074285812485515
0.30000000000000004,0.1,3,0.01071178983261641
0.30000000000000004,0.2,3,0.008632887120735845
0.30000000000000004,0.30000000000000004,3,0.007335822636032208
0.30000000000000004,0.4,3,0.006641738275219164
0.30000000000000004,0.5,3,0.0062163281039057695
0.30000000000000004,0.6,3,0.005732368865978682
0.30000000000000004,0.7000000000000001,3,0.005739906092457005
0.30000000000000004,0.8,3,0.0056608357653956855
0.30000000000000004,0.9,3,0.0057399960752986656
0.30000000000000004,1.0,3,0.005797298907862129
0.30000000000000004,1.1,3,0.0058350604241502535
0.30000000000000004,1.2000000000000002,3,0.006109380565502224
0.30000000000000004,1.3000000000000003,3,0.006103497361810801
0.30000000000000004,1.4000000000000001,3,0.006365417995505322
0.30000000000000004,1.5000000000000002,3,0.006575772305420666
0.30000000000000004,1.6,3,0.006854679189900861
0.30000000000000004,1.7000000000000002,3,0.0070130273871047664
0.30000000000000004,1.8000000000000003,3,0.007356327459814041
0.30000000000000004,1.9000000000000001,3,0.007618644907418115
0.30000000000000004,2.0,3,0.007968270730030735
0.4,0.1,3,0.009171792161548025
0.4,0.2,3,0.007688862136462073
0.4,0.30000000000000004,3,0.006618251055235963
0.4,0.4,3,0.006234041120576134
0.4,0.5,3,0.005927086603693367
0.4,0.6,3,0.005512107561533222
0.4,0.7000000000000001,3,0.005449121206645457
0.4,0.8,3,0.005353987482578928
0.4,0.9,3,0.005519732203242854
0.4,1.0,3,0.005554786649608973
0.4,1.1,3,0.0056211713434212735
0.4,1.2000000000000002,3,0.005871435840396072
0.4,1.3000000000000003,3,0.005978945259135874
0.4,1.4000000000000001,3,0.006103429746965275
0.4,1.5000000000000002,3,0.006450106197577258
0.4,1.6,3,0.006623651694366273
0.4,1.7000000000000002,3,0.006832282897570419
0.4,1.8000000000000003,3,0.007126591482299762
0.4,1.9000000000000001,3,0.007416800406854996
0.4,2.0,3,0.007664943545410329
0.5,0.1,3,0.00801600116223972
0.5,0.2,3,0.007079598371925353
0.5,0.30000000000000004,3,0.006182826052159182
0.5,0.4,3,0.005793647357801389
0.5,0.5,3,0.005501008601255686
0.5,0.6,3,0.0052915090848474336
0.5,0.7000000000000001,3,0.005238610719052006
0.5,0.8,3,0.005161788031144382
0.5,0.9,3,0.005295390231677496
0.5,1.0,3,0.00543778913831355
0.5,1.1,3,0.0054649549597297845
0.5,1.2000000000000002,3,0.0056904012843201224
0.5,1.3000000000000003,3,0.005919474200830105
0.5,1.4000000000000001,3,0.006008568331151349
0.5,1.5000000000000002,3,0.00624792219221179
0.5,1.6,3,0.006488465503126107
0.5,1.7000000000000002,3,0.006727960909006178
0.5,1.8000000000000003,3,0.006913092988648733
0.5,1.9000000000000001,3,0.007254164908193233
0.5,2.0,3,0.0074709222466060946
0.6,0.1,3,0.007376133676488706
0.6,0.2,3,0.006509002579476662
0.6,0.30000000000000004,3,0.00592971577946183
0.6,0.4,3,0.005559293181511931
0.6,0.5,3,0.005362248413753194
0.6,0.6,3,0.005275634987488258
0.6,0.7000000000000001,3,0.005048701272674251
0.6,0.8,3,0.005161695223969651
0.6,0.9,3,0.005302211493965603
0.6,1.0,3,0.005344815931533033
0.6,1.1,3,0.005422085502646556
0.6,1.2000000000000002,3,0.005554805243530489
0.6,1.3000000000000003,3,0.005825045102223819
0.6,1.4000000000000001,3,0.006022522060193792
0.6,1.5000000000000002,3,0.00611410903148563
0.6,1.6,3,0.006353757764007129
0.6,1.7000000000000002,3,0.00661103525829582
0.6,1.8000000000000003,3,0.006756921907474292
0.6,1.9000000000000001,3,0.007126345063178311
0.6,2.0,3,0.007299995969436974
0.7000000000000001,0.1,3,0.007009922012405345
0.7000000000000001,0.2,3,0.006284276000275986
0.7000000000000001,0.30000000000000004,3,0.005671033017100419
0.7000000000000001,0.4,3,0.0054288912534508375
0.7000000000000001,0.5,3,0.005200593569068305
0.7000000000000001,0.6,3,0.00508987566295206
0.7000000000000001,0.7000000000000001,3,0.00514510221279607
0.7000000000000001,0.8,3,0.005161026039389166
0.7000000000000001,0.9,3,0.005240536952019285
0.7000000000000001,1.0,3,0.005372596244123555
0.7000000000000001,1.1,3,0.005413850997282836
0.7000000000000001,1.2000000000000002,3,0.005567277268290301
0.7000000000000001,1.3000000000000003,3,0.005739161831358524
0.7000000000000001,1.4000000000000001,3,0.005871571650293261
0.7000000000000001,1.5000000000000002,3,0.006114412101230679
0.7000000000000001,1.6,3,0.006268882439202427
0.7000000000000001,1.7000000000000002,3,0.006523000962582722
0.7000000000000001,1.8000000000000003,3,0.006844312603608687
0.7000000000000001,1.9000000000000001,3,0.00705142292626665
0.7000000000000001,2.0,3,0.007241177317555254
0.8,0.1,3,0.006741984020684602
0.8,0.2,3,0.006120664188917471
0.8,0.30000000000000004,3,0.005744243483066304
0.8,0.4,3,0.0053888355686791045
0.8,0.5,3,0.005213417138337852
0.8,0.6,3,0.005133672671163057
0.8,0.7000000000000001,3,0.005098234311830701
0.8,0.8,3,0.005050820898982341
0.8,0.9,3,0.0050862819736926185
0.8,1.0,3,0.005343447852457757
0.8,1.1,3,0.005374541728211516
0.8,1.2000000000000002,3,0.005562135525083975
0.8,1.3000000000000003,3,0.0057611597386251195
0.8,1.4000000000000001,3,0.005890304227831307
0.8,1.5000000000000002,3,0.006030045895027012
0.8,1.6,3,0.006128956388382485
0.8,1.7000000000000002,3,0.006508209963141213
0.8,1.8000000000000003,3,0.006727021888637933
0.8,1.9000000000000001,3,0.0069275161030213
0.8,2.0,3,0.007267674227819162
0.9,0.1,3,0.006452398914758989
0.9,0.2,3,0.006155422912570605
0.9,0.30000000000000004,3,0.005672313524399628
0.9,0.4,3,0.005451198018876289
0.9,0.5,3,0.005267118019140765
0.9,0.6,3,0.0051134541898812825
0.9,0.7000000000000001,3,0.0051996497666170136
0.9,0.8,3,0.005126664713157676
0.9,0.9,3,0.00517282098408298
0.9,1.0,3,0.0053732785830839114
0.9,1.1,3,0.005350477161832587
0.9,1.2000000000000002,3,0.005594402386567736
0.9,1.3000000000000003,3,0.005699066393722152
0.9,1.4000000000000001,3,0.005873909258958898
0.9,1.5000000000000002,3,0.006022347014696892
0.9,1.6,3,0.006249531940794872
0.9,1.7000000000000002,3,0.006600777062631911
0.9,1.8000000000000003,3,0.006794550538998316
0.9,1.9000000000000001,3,0.006897738865717785
0.9,2.0,3,0.0072304221041725025
1.0,0.1,3,0.006579819060410729
1.0,0.2,3,0.006096254278640679
1.0,0.30000000000000004,3,0.0057437611889369754
1.0,0.4,3,0.0054324344018239
1.0,0.5,3,0.005349173800765505
1.0,0.6,3,0.005178431661508396
1.0,0.7000000000000001,3,0.005203561148877813
1.0,0.8,3,0.005135154708206281
1.0,0.9,3,0.005313991644898178
1.0,1.0,3,0.005320958843244596
1.0,1.1,3,0.005387997437246097
1.0,1.2000000000000002,3,0.005641694532970661
1.0,1.3000000000000003,3,0.00576328124535705
1.0,1.4000000000000001,3,0.0058667789039683815
1.0,1.5000000000000002,3,0.006041937471176714
1.0,1.6,3,0.006287085206731273
1.0,1.7000000000000002,3,0.006503269485230963
1.0,1.8000000000000003,3,0.006782949531987698
1.0,1.9000000000000001,3,0.006981657162084063
1.0,2.0,3,0.007120065413451056
1.1,0.1,3,0.006707588900315316
