sigm0,time_exposure,phase_var
0.1,2,1.5362353545833075e-05
0.2,2,7.159537189935827e-06
0.30000000000000004,2,4.897249320776858e-06
0.4,2,3.889886139134479e-06
0.5,2,3.3428260300710336e-06
0.6,2,3.0282735050197352e-06
0.7000000000000001,2,2.83969965579156e-06
0.8,2,2.7325641184738327e-06
0.9,2,2.674132586925387e-06
1.0,2,2.6452014859148484e-06
1.1,2,2.6499060849396825e-06
1.2000000000000002,2,2.6698009437521297e-06
1.3000000000000003,2,2.7060553403267214e-06
1.4000000000000001,2,2.7537937551233772e-06
1.5000000000000002,2,2.8098281429881e-06
1.6,2,2.8721325892101827e-06
1.7000000000000002,2,2.941673721526708e-06
1.8000000000000003,2,3.015729360511684e-06
1.9000000000000001,2,3.093966831947108e-06
2.0,2,3.1758939455518317e-06
0.1,5,1.9980229095580568e-05
0.2,5,7.890682741037853e-06
0.30000000000000004,5,5.2290172130616165e-06
0.4,5,4.126717765327333e-06
0.5,5,3.5589160160877145e-06
0.6,5,3.228469502477583e-06
0.7000000000000001,5,3.0353126084819295e-06
0.8,5,2.9100332657032715e-06
0.9,5,2.8469224555441166e-06
1.0,5,2.8173773817910643e-06
1.1,5,2.8133907992511557e-06
1.2000000000000002,5,2.8269723498759665e-06
1.3000000000000003,5,2.8528620546065815e-06
1.4000000000000001,5,2.8862460562262173e-06
1.5000000000000002,5,2.936194607892993e-06
1.6,5,2.9910583540836593e-06
1.7000000000000002,5,3.047544785068653e-06
1.8000000000000003,5,3.1098369752445984e-06
1.9000000000000001,5,3.175423331103275e-06
2.0,5,3.2502293984684024e-06
0.1,10,2.7952579606364002e-05
0.2,10,9.038845842640584e-06
0.30000000000000004,10,5.630561798230425e-06
0.4,10,4.357648327663062e-06
0.5,10,3.743190119081332e-06
0.6,10,3.3983664597017697e-06
0.7000000000000001,10,3.1893454246313887e-06
0.8,10,3.064775416106399e-06
0.9,10,2.9896215589083003e-06
1.0,10,2.9498924146612377e-06
1.1,10,2.938494602321947e-06
1.2000000000000002,10,2.9366655025542554e-06
1.3000000000000003,10,2.9556891519314136e-06
1.4000000000000001,10,2.986061552932369e-06
1.5000000000000002,10,3.020568855053623e-06
1.6,10,3.0579280491749563e-06
1.7000000000000002,10,3.1012289222481507e-06
1.8000000000000003,10,3.1502450148408525e-06
1.9000000000000001,10,3.195913640777081e-06
2.0,10,3.249512954636587e-06
0.1,20,4.398771081913782e-05
0.2,20,1.1821544691598802e-05
0.30000000000000004,20,6.730247064645628e-06
0.4,20,4.9941447262435415e-06
0.5,20,4.206848053991721e-06
0.6,20,3.7861324125990957e-06
0.7000000000000001,20,3.528176480843791e-06
0.8,20,3.363399435910748e-06
0.9,20,3.272516396646116e-06
1.0,20,3.2086018788206503e-06
1.1,20,3.173484666963173e-06
1.2000000000000002,20,3.156128750432008e-06
1.3000000000000003,20,3.150591718982344e-06
1.4000000000000001,20,3.15476012309111e-06
1.5000000000000002,20,3.1673242686251765e-06
1.6,20,3.1812125823461674e-06
1.7000000000000002,20,3.2025561331074348e-06
1.8000000000000003,20,3.222720076790504e-06
1.9000000000000001,20,3.2465992975984456e-06
2.0,20,3.2723018906544844e-06
0.1,50,9.033300039964701e-05
0.2,50,2.100504819296514e-05
0.30000000000000004,50,1.102514450313786e-05
0.4,50,7.832420561699388e-06
0.5,50,6.40408442905572e-06
0.6,50,5.6165381069259945e-06
0.7000000000000001,50,5.1615429865111364e-06
0.8,50,4.8562309674383645e-06
0.9,50,4.6556646976559714e-06
1.0,50,4.5157451184370014e-06
1.1,50,4.422810643907565e-06
1.2000000000000002,50,4.3462569012041515e-06
1.3000000000000003,50,4.2996951877194115e-06
1.4000000000000001,50,4.263317732114088e-06
1.5000000000000002,50,4.2366157870475186e-06
1.6,50,4.215599977682353e-06
1.7000000000000002,50,4.199906708755744e-06
1.8000000000000003,50,4.187309450425053e-06
1.9000000000000001,50,4.183596310171185e-06
2.0,50,4.177046504415046e-06
0.1,100,0.00017216514516588656
0.2,100,3.8397855204346404e-05
0.30000000000000004,100,1.9533356899779618e-05
0.4,100,1.3566963041513648e-05
0.5,100,1.0969930054881272e-05
0.6,100,9.555210244709162e-06
0.7000000000000001,100,8.69666388453968e-06
0.8,100,8.143348438678961e-06
0.9,100,7.773431944602146e-06
1.0,100,7.522059276506265e-06
1.1,100,7.350489734923848e-06
1.2000000000000002,100,7.200176493600538e-06
1.3000000000000003,100,7.1046909104483415e-06
1.4000000000000001,100,7.0315937347810475e-06
1.5000000000000002,100,6.975035584949262e-06
1.6,100,6.944279420569954e-06
1.7000000000000002,100,6.913969786529983e-06
1.8000000000000003,100,6.888530797934707e-06
1.9000000000000001,100,6.879893428190772e-06
2.0,100,6.8607330140862245e-06
0.1,200,0.00034440929234562747
0.2,200,7.450296937426302e-05
0.30000000000000004,200,3.715497826002877e-05
0.4,200,2.585473810762085e-05
0.5,200,2.079932037622147e-05
0.6,200,1.8089306263730074e-05
0.7000000000000001,200,1.6463119666371157e-05
0.8,200,1.5412530105824523e-05
0.9,200,1.4689025362085808e-05
1.0,200,1.4205388873871452e-05
1.1,200,1.3846603338435555e-05
1.2000000000000002,200,1.3589646293274232e-05
1.3000000000000003,200,1.3408065656902398e-05
1.4000000000000001,200,1.3276916190814717e-05
1.5000000000000002,200,1.3184967625165914e-05
1.6,200,1.311589696747135e-05
1.7000000000000002,200,1.3057121554073926e-05
1.8000000000000003,200,1.3021891556774308e-05
1.9000000000000001,200,1.2985160541906161e-05
2.0,200,1.2980529848849933e-05
0.1,500,0.0009353932607464015
0.2,500,0.00018842004440913627
0.30000000000000004,500,9.236621006500043e-05
0.4,500,6.389236058126089e-05
0.5,500,5.1171563174669864e-05
0.6,500,4.45403170409176e-05
0.7000000000000001,500,4.047887240766338e-05
0.8,500,3.784937737759815e-05
0.9,500,3.610755087683079e-05
1.0,500,3.4879150693423705e-05
1.1,500,3.403423794641746e-05
1.2000000000000002,500,3.3387694463085105e-05
1.3000000000000003,500,3.2965004865345343e-05
1.4000000000000001,500,3.26367727619684e-05
1.5000000000000002,500,3.2420449734645254e-05
1.6,500,3.224690869485106e-05
1.7000000000000002,500,3.210947707904165e-05
1.8000000000000003,500,3.203476946194952e-05
1.9000000000000001,500,3.197881335739584e-05
2.0,500,3.194987706536642e-05
0.1,1000,0.0018145738985393398
0.2,1000,0.00037994169226771783
0.30000000000000004,1000,0.00019025553597164927
0.4,1000,0.0001294397620420797
0.5,1000,0.00010229525089412043
0.6,1000,8.8657770561457e-05
0.7000000000000001,1000,8.055056128445123e-05
0.8,1000,7.5430476057315e-05
0.9,1000,7.195278731335114e-05
1.0,1000,6.951919176803057e-05
1.1,1000,6.783209075214856e-05
1.2000000000000002,1000,6.663093277122037e-05
1.3000000000000003,1000,6.575164104652228e-05
1.4000000000000001,1000,6.51002081566668e-05
1.5000000000000002,1000,6.464931556547697e-05
1.6,1000,6.432191342154131e-05
1.7000000000000002,1000,6.408792683985061e-05
1.8000000000000003,1000,6.391241615992521e-05
1.9000000000000001,1000,6.380328931238599e-05
2.0,1000,6.372550039397765e-05
0.1,2000,0.0034384722861825726
0.2,2000,0.0007937049852567395
0.30000000000000004,2000,0.0003762428905039021
0.4,2000,0.00025966975922577076
0.5,2000,0.00020701461885357675
0.6,2000,0.00017921783378281375
0.7000000000000001,2000,0.00016237757894280744
0.8,2000,0.00015162732819867374
0.9,2000,0.00014428504906134311
1.0,2000,0.00013923740721799677
1.1,2000,0.000135660323821257
1.2000000000000002,2000,0.00013313383537756946
1.3000000000000003,2000,0.00013134920743509406
1.4000000000000001,2000,0.00013002423430350004
1.5000000000000002,2000,0.0001291254059505182
1.6,2000,0.000128447424208887
1.7000000000000002,2000,0.00012798524897396536
1.8000000000000003,2000,0.00012762663598059283
1.9000000000000001,2000,0.00012743068923639047
2.0,2000,0.00012725848439186702
0.1,5000,0.011860163049469397
0.2,5000,0.0020123536386378927
0.30000000000000004,5000,0.00102130823929992
0.4,5000,0.0006554748817685269
0.5,5000,0.0005183121956744642
0.6,5000,0.00044679962098694335
0.7000000000000001,5000,0.0004045641960462099
0.8,5000,0.0003777090538668308
0.9,5000,0.0003598074487811073
1.0,5000,0.00034755667836553503
1.1,5000,0.00033898787922495625
1.2000000000000002,5000,0.00033290288307658906
1.3000000000000003,5000,0.00032848897948232125
1.4000000000000001,5000,0.00032524099460039816
1.5000000000000002,5000,0.0003228623435747263
1.6,5000,0.0003211396182662066
1.7000000000000002,5000,0.00031990364297121063
1.8000000000000003,5000,0.00031902354015061866
1.9000000000000001,5000,0.00031840254872564437
2.0,5000,0.0003179641382606926
0.1,10000,0.02959463977454122
0.2,10000,0.004039599905376535
0.30000000000000004,10000,0.0020384096046139944
0.4,10000,0.0014058274017515534
0.5,10000,0.0010524115722801474
0.6,10000,0.0008989348238072806
0.7000000000000001,10000,0.0008104189108538588
0.8,10000,0.000754526142184928
0.9,10000,0.0007172743157313421
1.0,10000,0.0006918716491482444
1.1,10000,0.000674119833984209
1.2000000000000002,10000,0.0006617738840510671
1.3000000000000003,10000,0.0006529939866253426
1.4000000000000001,10000,0.0006466285795448332
1.5000000000000002,10000,0.0006420385890897294
1.6,10000,0.0006387500058329989
1.7000000000000002,10000,0.0006363985279670268
1.8000000000000003,10000,0.000634752158031652
1.9000000000000001,10000,0.0006336046736339435
2.0,10000,0.0006327995379744831
0.1,20000,0.06252251486644171
0.2,20000,0.008690950952640499
0.30000000000000004,20000,0.0038351655625838863
0.4,20000,0.0027416232504135153
0.5,20000,0.0022124511243809186
0.6,20000,0.0018662789126007177
0.7000000000000001,20000,0.0016359235960323405
0.8,20000,0.0015129558473319336
0.9,20000,0.0014348639491026348
1.0,20000,0.0013799682912594485
1.1,20000,0.0013413379582872206
1.2000000000000002,20000,0.0013141721094965231
1.3000000000000003,20000,0.0012949766264934047
1.4000000000000001,20000,0.0012811713744090975
1.5000000000000002,20000,0.0012710537157810723
1.6,20000,0.0012636856472261798
1.7000000000000002,20000,0.0012584431959303463
1.8000000000000003,20000,0.001254763502818537
1.9000000000000001,20000,0.001252184729883244
2.0,20000,0.0012503550558252282
0.1,50000,0.13473456963191258
0.2,50000,0.026341019955464437
0.30000000000000004,50000,0.009922941584563298
0.4,50000,0.006297346831995015
0.5,50000,0.005188276869451837
0.6,50000,0.0045600914210307065
0.7000000000000001,50000,0.0041515663927104264
0.8,50000,0.003854807615173055
0.9,50000,0.003632782495107712
1.0,50000,0.0034736216505976284
1.1,50000,0.0033636605625218556
1.2000000000000002,50000,0.0032909132748340144
1.3000000000000003,50000,0.003243336370733337
1.4000000000000001,50000,0.003209128272065852
1.5000000000000002,50000,0.003184105054222048
1.6,50000,0.0031657185193709855
1.7000000000000002,50000,0.003152072335962977
1.8000000000000003,50000,0.003141593141638449
1.9000000000000001,50000,0.0031335832717856254
2.0,50000,0.003127650884758976
0.1,10000,0.02959463977454122
0.2,10000,0.004039599905376535
0.30000000000000004,10000,0.0020384096046139944
0.4,10000,0.0014058274017515534
0.5,10000,0.0010524115722801474
0.6,10000,0.0008989348238072806
0.7000000000000001,10000,0.0008104189108538588
0.8,10000,0.000754526142184928
0.9,10000,0.0007172743157313421
1.0,10000,0.0006918716491482444
1.1,10000,0.000674119833984209
1.2000000000000002,10000,0.0006617738840510671
1.3000000000000003,10000,0.0006529939866253426
1.4000000000000001,10000,0.0006466285795448332
1.5000000000000002,10000,0.0006420385890897294
1.6,10000,0.0006387500058329989
